Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,customerID
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,2275-RBYQS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,8473-VUVJN
One year,Yes,Mailed check,No,Quarter,Yes,Yes,6289-CPNLD
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,5536-SLHPM
Two year,Yes,Electronic check,No,Monthly,No,Yes,4419-UJMUS
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,7794-JASDG
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,, 7609-YBPXG  
One year,Yes,Mailed check,No,Annual,Yes,Yes,5519-TEEUH
One year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes, 7856-GANIL  
Month-to-month,No,Electronic check,No,Monthly,No,Yes,0804-XBFBV
Month-to-month,Yes,Bank transfer (automatic),Yes,,Yes,Yes,2676-OXPPQ
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes, Yes  ,3703-TTEPD
Two year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,2799-TSLAG
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0196-VULGZ
Month-to-month,No,Electronic check,Yes,Monthly,No,No,8837-VVWLQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2696-NARTR
Two year,No,Mailed check,Yes,Monthly,No,Yes,2208-NKVVH
One year,Yes,Bank transfer (automatic),No,Monthly,No,Yes,7614-QVWQL
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,1976-CFOCS
Month-to-month,Yes, Electronic check  ,Yes,Monthly,Yes,No,4631-OACRM
Two year, No  ,Bank transfer (automatic),Yes,Monthly,No,Yes,7139-JZFVG
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,4987-GQWPO
Month-to-month,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,3755-JBMNH
One year,No,Bank transfer (automatic),No,Monthly,Yes,YES ,1757-TCATG
One year,No,Mailed check,No,Semiann,Yes,Yes,6345-ULYRW
One year,No,Credit card (automatic),No,Annual,Yes,Yes,4776-XSKYQ
Month-to-month,No,Mailed check,No,Monthly,Yes,Yes,8048-DSDFQ
One year,Yes,Electronic check,No,Monthly,Yes,Yes,5753-QQWPW
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,6010-DDPPW
Month-to-month,No,Mailed check,Yes,Monthly,,Yes,1809-DMJHQ
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,6693-FRIRW
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,6586-MYGKD
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,3173-NVMPX
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,0248-PGHBZ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0623-GDISB
Two year,No,Mailed check,No,Quarter,Yes,No,2892-GESUL
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,6923-EFPNL
One year,Yes,Bank transfer (automatic),Yes,Semiann,No,Yes,7472-EQOAV
Month-to-month,,Electronic check,Yes,Monthly,Yes,Yes,9574-RKJIF
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,2043-WVTQJ
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,ORPH-653b0639
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3863-QSTYI
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,2619-WFQWU
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,5044-LRQAQ
Two year,No,Bank transfer (automatic),Yes,Quarter,No,Yes,1716-LSAMB
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,1333-PBMXB
One year,Yes,Mailed check,Yes,Monthly,Yes,Yes,6546-OPBBH
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,5985-BEHZK
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,9127-QRZMH
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,5919-VCZYM
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9644-KVCNC
One year,No,Mailed check,Yes,Monthly,No,Yes,2137-DQMEV
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,8174-LNWMW
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9279-CJEOJ
Two eear,No,Electronic check,Yes,Monthly,No,Yes,7964-VEXDG
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,2404-JIBFC
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,No,0778-NELLA
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,8029-XYPWT
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4614-NUVZD
One year,No,Mailed check,No,Quarter,Yes,Yes,4632-PAOYU
Month-to-month,No,Mailed check,Yes,Monthly,No,No,3803-KMQFW
Two year,Yes,Electronic check,No,Monthly,Yes,Yes,6804-GDMOI
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,2990-OGYTD
Month-to-month,No,Electronic check,No,Monthly,No,No,6646-JPPHA
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9572-MTILT
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,7658-UYUQS
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,7880-XSOJX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,9611-CTWIH
Two year,No,Bank transfer (automatic),Yes,Monthly, Yes  ,Yes,4589-IUAJB
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0329-GTIAJ
One year,No,Bank transfer (automatic),No,Monthly,No,No,ORPH-00abc475
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,8457-XIGKN
One year,No,Bank transfer (automatic),Yes,Quarter,No,Yes,ORPH-663fa75e
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,6629-CZTTH
Two year,Yes,Mailed check,No,Monthly,Yes,Yes,8838-GPHZP
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,8750-QWZAJ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5364-EVNIB
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,6918-UMQCG
Two year,,Credit card (automatic),No,Monthly,,Yes, 0675-NCDYU  
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,6339-DKLMK
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,1346-PJWTK
Month-to-month,No,Electronic check,Yes,Monthly,No,No,5088-QZLRL
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,8023-QHAIO
Month-to-month,No,Mailed check,Yes,Monthly,No,No,4397-FRLTA
Two year,No,Mailed check,No,Monthly,Yes,Yes,3057-VJJQE
Month-to-month,Yes,,Yes,Monthly,No,Yes,5087-SUURX
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,2302-OUZXB
One year,No,Bank transfer (automatic),Yes,Quarter,No,Yes,8133-ANHHJ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,2270-CHBFN
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,0013-EXCHZ
Month-to-month,Yes,,Yes,Monthly,Yes,No,5982-FPVQN
One year,Yes,MAILED CHECK ,Yes,Monthly,No,Yes,9107-UKCKY
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,4654-ULTTN
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,5550-VFRLC
Month-to-month,No,Electronic check,No,Monthly,No,Yes,ORPH-7fbab276
One year,No,Bank transfer (automatic),No, Monthly  ,Yes,Yes,1492-KGETH
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,4929-BSTRX
One year,No,Electronic check,No,Monthly,Yes,Yes,4163-HFTUK
Two year,No,Mailed check,No,Monthly,Yes,Yes,8215-NGSPE
Two year,No,Bank transfer (automatic),Yes,Quarter,No,Yes,2225-ZRGSG
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,8859-YSTWS
Two year,Yes,Electronic check,No,Quarter,No,Yes,5271-YNWVR
Two year,No,Credit card (automatic),No,Monthly,No,Yes,7601-DHFWZ
Month-to-month,No, Electronic check  ,No,Monthly,Yes,No,ORPH-bdb00a2e
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6330-JKLPC
Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,4667-OHGKG
One year,No,Mailed check,No,,No,Yes,1998-VHJHK
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,1707-HABPF
Month-to-month,Yes,Mailed check,No,Monthly,Yes,Yes,1660-HSOOQ
Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,7253-UVNDW
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,0487-VVUVK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,7228-OMTPN
,No,Mailed check,No,Annual,Yes,Yes,5063-IUOKK
One year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,4508-OEBEY
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,0027-KWYKW
 Month-to-month  ,No,Mailed check,Yes,Monthly,No,Yes,2308-STERM
 Two year  ,No,Bank transfer (automatic),Yes,Quarter,Yes,Yes,5982-XMDEX
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,6284-AHOOQ
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,6051-PTVNS
Month-to-month,Yes,Mailed check,No,Monthly,No,No,2344-JMOGN
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,No,3799-ISUZQ
One year,No,Mailed check,No,quarter,No,Yes,2877-VDUER
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,9152-AMKAK
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,No,1794-HBQTJ
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,9432-VOFYX
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,8049-WJCLQ
One year,No,Credit card (automatic),Yes,Monthly,No,No,6586-PSJOX
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,2460-FPSYH
One year,No,Bank transfer (automatic),Yes,Monthly,Yes,No,9705-ZJBCG
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4818-DRBQT
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,1320-HTRDR
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6847-KJLTS
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9670-BPNXF
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,3913-FCUUW
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3301-VKTGC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yeb,1493-AMTIE
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,9555-SAHUZ
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,0816-TSPHQ
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,9932-WBWIK
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,4619-EVPHY
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,5286-YHCVC
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6424-ELEYH
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,4391-RESHN
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9115-YQHGA
Month-to-month,Yes,Bank transfer (automatic),No,semiann,Ges,Yes,4462-CYWMH
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8963-MQVYN
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,2458-EOMRE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,9334-GWGOW
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,ORPH-cda8c8b3
Month-to-month,No,Mailed check,No,Monthly,No,No,5028-HTLJB
,Yes,Electronic check,Yes,Monthly,No,Yes,9801-GDWGV
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,6542-LWGXJ
Two year,No,Credit card (automatic),No,Annual,No,Yes,5567-GZKQY
Month-to-month,No,Mailed check,No,Monthly,Yes,No,1222-LRYKO
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2320-JRSDE
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,2087-QAREY
Month-to-month,No,Electronic check,No,Monthly,No,No,ORPH-1d7615d3
One year,No,Credit card (automatic), No  ,Monthly,Yes,Yes,4423-JWZJN
Month-to-month,No,Electronic check,Yes,Monthly,No,No,5143-WMWOG
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,6490-FGZAT
TwoJyear,No,Electronic check,No,Monthly,Yes,No,5393-RXQSZ
One year,No,Bank transfer (automatic),No,Monthly,Yes,No,7452-FOLON
One year,No,Mailed check,Yes,Monthly,Yes,No,2320-TZRRH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0231-LXVAP
Month-to-month,No,Electronic check,Yes,Monthly,No,No,9444-JTXHZ
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,4942-VZZOM
Month-to-month,No,Mailed check,Yes,Monthly,No,No,5510-BOIUJ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,7502-BNYGS
One year,Yes,Electronic check,No,Monthly,Yes,Yes,4291-HYEBC
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,6147-CBCRA
One year,No,Electronic check,No,Annual,Yes,Yes,6047-SUHPR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4471-KXAUH
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,ORPH-00e94487
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,7638-QVMVY
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,1576-PFZIW
Two year,Yes,Bank transfer (automatic),Yes,Monthly, Yes  ,Yes,5666-MBJPT
Month-to-month,No,Electronic check,Yes,Monthly,No,No,7312-XSBAT
Month-to-month, Yes  ,Electronic check,Yes,Monthly,Yes,Yes,3096-GKWEB
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2371-JQHZZ
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,0674-GCDXG
One year,Yes,Mailed check,No,Monthly,No,Yes,1121-QSIVB
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4396-KLSEH
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3244-DCJWY
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2824-MYYBN
Month-to-month,Yes,Credit card (automatic),No,Monthly,No,No,0875-CABNR
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6345-HOVES
One year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,8318-LCNBW
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,6469-QJKZW
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,0147-ESWWR
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1217-VASWC
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes, 7812-FZHPE  
Two year,No,Bank transfer (automatic),Yes,annual,Yes,Yes,6370-ZVHDV
One year,No,Electronic check,No,Quarter, No  ,Yes,5915-DGNVC
One year,No,Mailed check,No,Monthly,No,No,6260-XLACS
Two year,No,Electronic check,No,Annual,Yes,Yes,3566-CAAYU
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,4983-CCWMC
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,9103-CXVOK
One year,No,Electronic check,Yes,Annual,No,Yes,2896-TBNBE
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4797-AXPXK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5229-PRWKT
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,6982-UQZLY
One year,No,Bank transfer (automatic),Yes,Quarter,Yes,Yes,2522-WLNSF
Month-to-month,No,Electronic check,Yes,Monthly, No  ,No,3841-CONLJ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,5057-LCOUI
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,0193-ESZXP
Two year,No,Electronic check,No,Monthly,Yes,Yes,4475-NVTLU
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4369-HTUIF
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9386-LDCZR
Two year,Yes,Mailed check,No,Semiann,No,Yes,9585-KKMFD
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,5399-ZIMKF
UNK-5d07d3ee,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,0336-KXKFK
One year,No,Credit cagd (automatic),Yes,Quarter,Yes,No,5619-XZZKR
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,3948-FVVRP
Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,5327-XOKKY
One year,Yes,Mailed check,Yes,Annual,No,Yes,0983-TATYJ
Two year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,1813-JYWTO
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0156-FVPTA
One year,Yes,Electronic check,No,Quarter,Yes,Yes, 1984-FCOWB  
UNK-45ffeafd,No,Electronic check,YES ,Monthly,No,No,0654-HMSHN
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,6719-OXYBR
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3312-ZWLGF
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,No,6476-YHMGA
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,5287-QWLKY
Two year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,0795-XCCTE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0168-XZKBB
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,3785-NRHYR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5196-SGOAK
Month-to-month,No,Electronic check,No,Monthly,Yes,No,4537-DKTAL
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,7072-MBHEV
One year,No,Mailed check,Yes,Monthly,Yes,Yes,5602-BVFMK
Two year,Yes,Electronic check,No,Monthly,No,Yes,6297-NOOPG
Month-to-month,No,Electronic check,Yes,Monthly,No,No,1891-UAWWU
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,8204-TIFGJ
Two year,No,Credit card (automatic),No,Annual,Yes,Yes,8050-DVOJX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,6108-OQZDQ
Month-to-month,,Credit card (automatic),Yes,Monthly,No,Yes,0363-QJVFX
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8903-XEBGX
Two year,No,Credit card (automatic),No,Monthly,No,Yes,8169-SAEJD
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,9840-DVNDC
Two year,Yes,Mailed check,Yes,Quarter,No,Yes,1089-XZWHH
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2325-WINES
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6064-ZATLR
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3096-JRDSO
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7824-PANSQ
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,8042-JVNFH
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9648-BCHKM
Two year,Yes,Bank transfer (automatic),Yes,Annual,Yes,Yes,2888-ADFAO
Two year,Yes,Electronic check,Yes,Monthly,Yes,Yes,ORPH-6b810e22
Month-to-month,No,Electronic check,Yes,Monthly,No,No,3374-LXDEV
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,No,UNK-f8d9208d
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,7167-PCEYD
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,4936-YPJNK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,1580-BMCMR
Two year,No,Bank transfer (automatic),No,Monthly,Yes, Yes  ,4817-KEQSP
Two year,Yes,Mailed check,No,Monthly,Yes,Yes,6408-WHTEF
Two year,No,Mailed check,No,Monthly,Yes,Yes,9251-AWQGT
One Qear,No,Mailed check,No,Monthly,No,Yes,8749-CLJXC
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,7989-VCQOH
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,5049-GLYVG
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,4199-QHJNM
Two year,No,Mailed check,No,Monthly,No,Yes,8882-TLVRW
 Month-to-month  ,Yes,Electronic check,yes,Monthly,No,Yes,5883-GTGVD
Two year,Yes,Mailed check,Yes,Quarter,Yes,Yes,5135-GRQJV
Two year,No,Mailed check,No,Quarter,No,Yes,2384-OVPSA
One year,No,Electronic check,No,Quarter,Yes,Yes,1371-WEPDS
Two year,Yes,Mailed check,No,Monthly,Yes,No,3580-GICBM
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,4817-QRJSX
One year,Yes,Credit card (automatic),No,Monthly,No,Yes,9730-DRTMJ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,4686-UXDML
One year,Yes,Electronic check,No,Monthly,Yes,Yes,3349-ANQNH
Month-to-month,Yes,Electronic check,Yes,Monthly,,No,2398-YPMUR
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,0932-YIXYU
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,7480-SPLEF
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7636-XUHWW
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1431-CYWMH
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,5937-EORGB
Two year,No,Credit card (automatic),No,Monthly,No,Yes,6349-JDHQP
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,5539-HIVAK
One year,No,Mailed check,No,Quarter,Yes,Yes,5847-MXBEO
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,9985-MWVIX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4583-PARNH
Two year,No,Mailed check,No,Semiann,Yes,Yes,1116-FRYVH
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1421-HCERK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,9633-XQABV
Two year,No,Electronic check,Yes,Monthly,Yes,Yes,0716-BQNDX
One year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,1265-XTECC
One year,No,Bank transfer (automatic),No,Quarter,No,Yes,1183-CANVH
Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,1972-XMUWV
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,8679-LZBMD
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,3407-JMJQQ
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,6252-DFGTK
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1539-LNKHM
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,8645-KOMJQ
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,0289-IVARM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,9761-XUJWD
Two year,No, Bank transfer (automatic)  ,Yes,Monthly,No,Yes,4057-FKCZK
Two year,Yes,Bank transfer (automatic), No  ,Monthly,Yes,Yes,4291-TPNFG
Two year,No,Mailed check,No,Monthly,Yes,Yes,6087-YPWHO
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,3090-QFUVD
One year,Yes,Electronic check,Yes,Monthly,No,Yes,2237-ZFSMY
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,1722-LDZJS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,1818-ESQMW
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4871-JTKJF
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,1415-YFWLT
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,7401-RUBNK
Two year,Yes,Mailed check,Yes,Monthly,No,Yes,0506-YLVKJ
Two year,Yes,Credit card (automatic),No,Monthly,No, Yes  ,8661-BOYNW
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,6711-VTNRE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4815-GBTCD
Two year,No,Credit card (automatic),Yes,Annual,No,No,2805-AUFQN
UNK-9f7e653c,Yes,Electronic check,Yes,Monthly,Yes,Yes,0980-PVMRC
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,7233-DRTRF
Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,3500-RMZLT
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,3873-NFTGI
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,1162-ECVII
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,7048-GXDAY
Two year,Yes,Credit card (automatic),Yes,Annual,No,Yes,8571-ZCMCX
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,1169-WCVAK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4548-SDBKE
Month-to-month,Yes,Electronic check,No,Monthly,No,No,8066-POXGX
Month-to-month, No  ,Bank transfer (automatic),Yes,Monthly,No,Yes,7129-CAKJW
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8695-ARGXZ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3570-YUEKJ
Month-to-month,Yes, Electronic check  ,Yes,Monthly,Yes,No,4143-OOBWZ
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,1555-HAPSU
Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,Yes,1697-NVVGY
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,7854-EKTJL
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,8464-EETCQ
Two year,Yes,Electronic check,No,Monthly,Yes,Yes,2419-FSORS
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,8132-YPVBX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9102-IAYHT
Two year,No,Mank transfer (automatic),No,Monthly,Yes,Yes,6754-LZUKA
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,3422-LYEPQ
Two year,No,Credit card (automatic),No,Monthly,No,Yes,8099-MZPUJ
Month-to-month,Yes,Credit card (automatic),Yes, Monthly  ,No,Yes,0787-LHDYT
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2642-DTVCO
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,0374-IOEGQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4361-JEIVL
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,3197-NNYNB
Two year,Yes,Credit card (automatic),Yes,Annual,no,Yes,3396-DKDEL
One year,Yes,Mailed check,Yes,Monthly,Yes,Yes,1752-OZXFY
One year,Yes,Electronic check,No,Monthly,Yes,Yes,9066-QRSDU
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,9112-WSNPU
