gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,customerID
Male,1.0,Yes,No,Bachelor,3.0,Self-employev,>150k,5995-SNNEW
Female,0.0,No,Yes,College,1.0,Self-employed,60–100k,
Female,0.0,No,Yes,College,2.0,Self-employed,60–100k,2821-WARNZ
Female,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,4879-GZLFH
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,1644-IRKSF
Female,0.0,Yes,Yes,College,3.0,Employed,60–100k,8314-HTWVE
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,9402-ROUMJ
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2507-QZPQS
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,7159-NOKYQ
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,5707-ZMDJP
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,8779-YIQQA
Female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,7136-IHZJA
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,8966-OIQHG
Male,0.0,No,No,College,3.0,Self-employed,60–100k,7074-STDCN
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3705-PSNGL
Female,0.0,Yes,No,College,2.0,Employed,60–100K ,8739-QOTTN
Female,0.0,,Yes,College,3.0, Self-employed  ,60–100k,1399-OUPJN
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0277-BKSQP
Male,1.0,Yes,No,College,2.0,Retired,100–150k,6502-HCJTI
Male,0.0,No,No,College,3.0,Self-employed,60–100k,2606-RMDHZ
,0.0,Yes,Yes,College,3.0,Employed,60–100k,5774-XZTQC
Male,0.0,No,No,College,1.0,Retired,100–150k,2676-SSLTO
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6266-QHOJZ
Female,0.0,No,No,College,3.0,Self-employed,60–100k,7269-JISCY
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,0363-SVHYR
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8547-NSBBO
Male,1.0,No,No,College,1.0,Retired,100–150k,8258-GSTJK
Female,0.0,No,Yes,College,2.0,Self-employed,60–100k,6861-OKBCE
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,9940-RHLFB
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,6591-QGOYB
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9070-BCKQP
Female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,6421-SZVEM
Female,,Yes,No,College,2.0,Employed,60–100k,1328-EUZHC
Female,1.0,Yes,No,College,4.0,Retired,100–150k,2995-UPRYS
Female,0.0,No,No,College,1.0,Self-employed,100–150k,8878-RYUKI
Female,0.0,Yes,No,College,3.0,Self-employed,100–150k,9633-DENPU
Female,0.0,No,No,College,1.0,Self-employed,60–100k,7811-JIVPF
Male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,7113-HIPFI
Female,0.0,No,No,Bachelor,3.0,Self-employed,>150k,8541-QVFKM
Male,1.0, No  ,No,College,1.0,Retired,100–150k,6686-YPGHK
Female,0.0,No,No,College,3.0,Employed,60–100k,1383-EZRWL
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,9258-CNWAC
Female,1.0,No,No,College,1.0,Retired,100–150k, 5371-VYLSX  
Male,0.0,Yes, No  , College  ,3.0,Self-employed,100–150k,6374-AFWOX
Male,0.0,No,No,Bachelor,,Self-employed,>150k,4759-TRPLW
Female,0.0,No,No,College,1.0,Retired,100–150k,5317-FLPJF
Female,0.0,NO ,No,Bachelor,2.0,Retired,>150k,7621-VPNET
 Female  ,0.0,No,No,Bachelor,2.0,Self-employed,>150k,6034-YMTOB
Male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,8563-IIOXK
Male,0.0,No,No,College,2.0,Self-employed,100–150k,4903-CNOZC
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,4353-HYOJD
Female,1.0,No,No,College,1.0,Retired,100–150k,8020-BWHYL
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,7267-FRMJW
Female,0.0,Yes,No,Bachelor,4.0,Self-employed,>150k,2982-VPSGI
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,4188-FRABG
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,8199-ZLLSA
Female,1.0,Yes,No,College,3.0, Retired  ,100–150k,4128-ETESU
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0620-DLSLK
Male,0.0,No,No,College,1.0,Self-employed,60–100k,4625-EWPTF
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,5980-NOPLP
Male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,3850-OKINF
Male,1.0,Yes,No,Bachelor,2.0,Retired,>150k, 6892-XPFPU  
Male,1.0,No,No,College,2.0,Retired,,8010-EZLOU
Female,0.0,No,No,College,1.0,Employed,60–100k,1156-ZFYDO
Male,1.0,No,No,College,1.0,Retired,100–150k,3295-YVUSR
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,8016-NCFVO
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,4119-ZYPZY
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,5549-ZGHFB
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7577-SWIFR
Male,0.0,No,No,College,2.0,Self-employed,60–100k,0303-WMMRN
Female,0.0,No, No  ,Bachelor,1.0,Retired,>150k,6408-OTUBZ
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,5204-HMGYF
Female,1.0,Yes,No,HighSchool,2.0,Retired, 60–100k  ,1078-TDCRN
Male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,3727-OVPRY
Male,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,3797-FKOGQ
Male,0.0,No,No,College,2.0,Self-employed,60–100k,7622-NXQZR
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,6196-HBOBZ
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3970-XGJDU
Female,0.0,Yes,No,College,3.0,Self-employed,60–100k,7017-VFULY
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5562-YJQGT
Female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,8807-OPMBM
Male,1.0,Yes,No,College,3.0,Retired,100–150k,5439-WIKXB
Female,0.0,Yes, Yes  ,Bachelor,3.0,Retired,>150k,9874-QLCLH
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,8294-UIMBA
Male,0.0,No,No,College,5.0,Self-employed,60–100k,8109-YUOHE
Female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,5840-NVDCG
Male,0.0,No,No,College,2.0,Self-employed,60–100k,8092-NLTGF
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5928-QLDHB
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9840-EFJQB
Male,0.0,No,Yes,College,2.0,Self-employed,60–100k,0696-UKTOX
Male,0.0,No,Yes,College,2.0,Self-employed,60–100k,4801-KFYKL
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,3472-OAOOR
Female,0.0,No,No,College,1.0,Self-employed,60–100k,6135-OZQVA
Male,1.0,No,No,College,1.0,Retired,100–150k,8062-YBDOE
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2252-JHJGE
Female,0.0,Yes,No,College,3.0,Retired,100–150k,4188-PCPIG
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6000-APYLU
Male,0.0,No,Yes,College,1.0,Self-employed,100–150k,7105-BENQF
Female,0.0,No,No,College,1.0,Employed,60–100k,7721-DVEKZ
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,3566-VVORZ
Male,0.0,No,,College,1.0,Employed,60–100k,9507-HSMMZ
Male,0.0,No,Yes,,3.0,Employed,60–100k,2480-SQIOB
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0947-IDHRQ
Female,0.0,Yes,No,College,2.0,Employed,60–100k,7813-TKCVO
Female,0.0,No,Yes,College,2.0,Employed,60–100k,0128-MKWSG
Male,,Yes,No,College,2.0,Retired,100–150k,3672-YITQD
Female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,4350-ZTLPI
Male,0.0,No,No,College,1.0,Self-employed,100–150k,9048-JVYVF
Female,0.0,No,No,College,1.0,Self-employed,100–150k,0361-HJRDX
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,5727-MYATE
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3823-KYNQY
Female,1.0,Yes,Yes,College,4.0,Retired,100–150k,8988-ECPJR
Female,0.0,no,No,Bachelor,2.0,Retired,>150k,7570-WELNY
Female,0.0,No,Yes,College,2.0,Retired,100–150k,3021-VLNRJ
Female,1.0,No,No,HighSchool,1.0,Retired,60–100k,3776-EKTKM
Female,1.0,No,No,Bachelor,2.0,Retired,>150k,2080-CAZNM
Male,1.0,,No,Bachelor,2.0,Retired,>150k,1028-FFNJK
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6907-FLBER
Male,1.0,Yes,Yes,Bachelor,3.0,Retired,>150k,3001-UNBTL
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5982-PSMKW
Male,0.0,No,Yes,College,1.0,Employed,60–100k,3507-GASNP
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,7096-ZNBZI
Male,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,1902-XBTFB
Male,0.0,No,No,College,1.0,Retired,100–150k,1676-MQAOA
Female,1.0,No,No,Bachelor,1.0,Retired,>150k,0786-IVLAW
 Female  ,0.0,Yes,No,Bachelor,2.0,Retired,>150k,7566-DSRLQ
Female,1.0,Yes,No,College,2.0,Retired,100–150k,0643-OKLRP
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,7245-JMTTQ
Female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,6050-IJRHS
Male,0.0,No,No,College,2.0,Self-employed,60–100k,6202-JVYEU
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,8591-TKMZH
Male,0.0,No,Yes,College,1.0,Self-employed,100–150k,0734-OXWBT
Male,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,4282-ACRXS
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0365-TRTPY
Male,0.0,No,No,College,3.0,Self-employed,100–150k,7349-ALMUX
Female,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,9381-NDKME
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,6502-KUGLL
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1841-YSJGV
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,2794-XIMMO
,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,8382-SHQEH
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,3511-BFTJW
Female,1.0,Yes,No,College,2.0,Retired,100–150k,7668-XCFYV
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,2983-ZANRP
Female,,Yes,No,College,2.0,Self-employed,60–100k,7845-URHJN
Female,0.0,Yes,No,College,2.0,Employed,60–100k,3034-ZBEQN
Female,0.0,No,No,College,2.0,Self-employed,60–100k,5018-HEKFO
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,2923-ARZLG
Male,0.0,No,No,College,1.0,Employed,60–100k,3976-NLDEZ
Female,0.0,No,No,College,1.0,Self-employed,100–150k,2282-YGNOR
Female,1.0,Yes,Yes,Bachelor,4.0,Retired,>150k,5336-UFNZP
Female,0.0,No,No,College,1.0,,100–150k,6854-EXGSF
Male,0.0,Yes,No,College,3.0,Self-employed,60–100k,1241-EZFMJ
Female,1.0, No  ,No,College,1.0,Retired,100–150k,9233-PSYHO
,0.0,,Yes,Bachelor,3.0,Retired,>150k,5376-PCKNB
Male,0.0,,Yes,College,3.0,Self-employed,60–100k,8044-BGWPI
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4060-LDNLU
Male,0.0,No,No,College,2.0,Self-employed,60–100k,3589-PPVKW
Female,1.0, Yes  ,No,Bachelor,3.0,Retired,>150k,8327-LZKAS
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,5887-IKKYO
Male,1.0,Yes,No,College,2.0,Retired,100–150k,1075-BGWOH
Male,0.0,,Yes,College,3.0,Employed,60–100k,1755-RMCXH
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,0302-JOIVN
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,3858-XHYJO
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4299-SIMNS
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7025-IWFHT
Female,0.0,No,No,,2.0,Self-employed,60–100k,6261-LHRTG
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,7841-FCRQD
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,2056-EVGZL
Female,1.0,Yes,No,Bachelor,3.0,Retired,>150k,8777-MBMTS
Male,0.0,No,No,College,1.0,Self-employed,100–150k,7753-USQYQ
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5366-IJEQJ
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,7661-CPURM
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,6233-HXJMX
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,5902-WBLSE
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1981-INRFU
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4971-PUYQO
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,
Male,0.0,No,Yes,College,1.0,Self-employed,100–150k,
Male,0.0,No,No,Bachelor,1.0,Repired,>150k,3338-CVVEH
Female,1.0,No,No,College,1.0,Retired,100–150k,8485-GJCDN
Male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,2615-YVMYX
Male,1.0,No,No, College  ,1.0,Retired,100–150k,2851-STERV
,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,4393-GEADV
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8486-AYEQH
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1527-SXDPN
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,6029-WTIPC
Male,0.0,No,No,Bachelor,2.0,,>150k,8634-CILSZ
Male,1.0,Yes,No,College,3.0,Retired,100–150k,5419-JKZNQ
FEMALE ,0.0, No  ,No,Bachelor,2.0,Self-employed,>150k,2495-KZNFB
Male,1.0,Yes,No,Bachelor,3.0,Retired,>150k,1409-PHXTF
Female,0.0,No,No,College,1.0,Self-employed,100–150k,4560-WQAQW
Male,1.0,No,No,HighSchool,1.0,Retired,60–100k,9591-YVTEB
Male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,9309-BZGNT
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,4274-DRSQT
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,2027-DNKIV
Male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,8075-GXIUB
Male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,2885-HIJDH
Male,0.0,No,No,College,2.0,Self-employed,100–150k,5424-RLQLC
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,6682-QJDGB
Male,0.0,No,Yes,College,2.0,Self-employed,100–150k,6507-DTJZV
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8780-IXSTS
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,7673-BQGKU
Female,1.0,Yes,No,Bachelor,2.0, Retired  ,>150k,6723-WSNTY
Male,0.0,No,No,College,1.0,Self-employed,60–100k,9530-EHPOH
Male,0.0,Yes,Yes,College,,Self-employed,100–150k,2725-IWWBA
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0345-HKJVM
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1061-PNTHC
Male,,,Yes, College  ,3.0,Self-employed,60–100k,0394-YONDK
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,6574-MCOEH
Female,0.0,Yes,Yes,College,5.0,Self-employed,100–150k,7399-QHBJS
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,3049-SOLAY
Female,0.0,No,Yes,College,3.0,Employed,60–100k,0997-YTLNY
Female,1.0,No,No,HighSchool,1.0,Retired,60–100k,3317-HRTNN
Female,0.0,Yes,No,College,2.0,Retired,100–150k,9479-HYNYL
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,3235-ETOOB
Male,0.0,,No,College,1.0,Self-employed,60–100k,9708-KFDBY
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8058-INTPH
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,3642-GKTCT
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,0774-RMNUW
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,1334-PDUKM
Male,0.0,No,No,College,1.0,Self-employed,60–100k,0756-MPZRL
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2242-MFOTG
Female,0.0,Yes,Yes,Bachelor,6.0,Retired,>150k,2927-CVULT
Female,1.0,Yes,No,Bachelor,2.0,Retired, >150k  ,2144-BFDSO
Female,0.0,No,No,College,1.0,Self-employed,60–100k,8745-PVESG
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,7647-GYYKX
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,5647-FXOTP
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k, 5569-OUICF  
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,8821-XNHVZ
Male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,2082-OJVTK
Female,0.0,Yes,Yes, College  ,3.0,Self-employed,100–150k,9700-ISPUP
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,9839-ETQOE
Male,1.0,Yes,No,College,2.0,Retired,100–150k,6078-VESFR
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,9027-TMATR
Male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,5940-NFXKV
Male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,1941-HOSAM
,0.0,No,No,College,1.0,Retired,100–150k,9110-HSGTV
Female,0.0,Yes,No,College,2.0,Self-employed,60–100K ,0704-VCUMB
Male,0.0,Yes,No,College,3.0,Self-employed,100–150k,6171-ZTVYB
,0.0,Yes,No,College,3.0,Self-employed,60–100k,
Male,0.0,No,No,College,1.0,Self-employed,60–100k,9564-KCLHR
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,1935-IMVBB
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,2535-PBCGC
Male,0.0,,No,College,2.0,Self-employed,60–100k,2082-CEFLT
Male,0.0,Yes,Yes,Bachelor,3.0, Self-employed  ,>150k,1470-PSXNM
Female,0.0,No,No,College,4.0,Self-employed,60–100k,1213-NGCUN
Female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,2498-XLDZR
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,9866-OCCKE
Male,0.0,No,Yes,College,4.0,Self-employed,100–150k,5338-YHWYT
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,7718-UPSKJ
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,8731-WBBMB
Female,0.0,Yes,,Bachelor,2.0,Retired,>150k,1448-CYWKC
Male,0.0,No,No,College,1.0,Self-employed,60–100k,7901-IIDQV
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,2690-DVRVK
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,5688-KZTSN
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,1270-XKUCC
Female,0.0,No,No,College,2.0,Retired,100–150k,0334-ZFJSR
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,2894-QOJRX
Male,1.0,Yes,No,College,2.0,Retired,100–150k,5747-PMBSQ
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,5583-EJXRD
Female,0.0,No,No,College,1.0,Self-employed,100–150k,4565-EVZMJ
Female,-,Yes,Yes,Bachelor,3.0,Self-employed,>150k,3143-JQEGI
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,6386-SZZKH
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,3327-YBAKM
Male,0.0,No,No,College,1.0,Employed,60–100k,9441-QHEVC
Male,0.0,No,No,College,1.0,Employed,60–100k,6705-LNMDD
Female,0.0,Yes,No,College,2.0,Employed,60–100k,2580-ASVVY
Male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,3370-GQEAL
Female,0.0,No,No,College,2.0,Self-employed,100–150k,5032-USPKF
Female,1.0,No,No,College,1.0,Retired,100–150k,2982-IHMFT
Female,0.0,No,No,College,2.0,Self-employed,100–150k,3521-SYVOR
Female,0.0,Yes,No,College,3.0,Self-employed,100–150k,4254-QPEDE
Male,0.0,No,Yes,College,1.0,Retired,100–150k,6283-GITPX
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9526-JAWYF
Male,0.0,No,No,College,1.0,Retired,100–150k,0771-CHWSK
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,9788-HNGUT
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,9495-REDIY
Male,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k, 5375-XLDOF  
Male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,1172-VIYBP
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5649-VUKMC
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6559-PDZLR
Male,0.0,No,No,College,1.0,Self-employed,,8992-OBVDG
Female,0.0,No,Yes,Bachelor,1.0,Self-employed, >150k  ,4273-MBHYA
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4724-WXVWF
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,5701-GUXDC
Male,0.0,Yes,No,College,3.0,Employed,60–100k,1460-UZPRJ
Male,0.0,No,No,College,3.0,Employed,60–100k,6082-GLJIX
Female,1.0,No,No,HighSchool,1.0,Retired,60–100k,5143-EGQFK
Male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,4919-IKATY
Female,0.0,No,Yes,College,4.0,Self-employed,60–100k,2495-TTHBQ
Male,0.0,Yes,Yes,College,6.0,Self-employed,60–100k, 0485-ZBSLN  
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,3810-PJUHR
Male,0.0,No,No,Bachelor,2.0,Retired,>150k,9050-QLROH
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,0847-HGRML
 Female  ,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,8232-CTLKO
Female,0.0,Yes,Yes,College,3.0,Retired,100–150k,9227-YBAXE
Female,1.0,No, No  ,College,2.0, Retired  ,100–150k,6168-WFVVF
Female,0.0,No,No,College,2.0,Employed,60–100k,9860-LISIZ
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,0112-QAWRZ
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,0877-SDMBN
Female,1.0,No,No,Bachelor,1.0,Retired,>150k,2786-GCDPI
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,4043-MKDTV
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8065-YKXKD
Female,0.0,No,NO ,College,2.0,Self-employed,60–100k,9637-EIHEQ
Male,0.0,No,No,College,1.0,Employed,60–100k,9229-RQABD
Male,0.0,No,No,College,1.0,Self-employed,100–150k,8313-KTIHG
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,5320-BRKGK
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6284-KMNUF
Male,,No,No,Bachelor,2.0,Self-employed,>150k,9689-PTNPG
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,9465-RWMXL
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6229-UOLQL
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2362-IBOOY
Female,0.0,No,No,College,2.0,Self-employed,100–150k,3137-LUPIX
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0843-WTBXE
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6143-JQKEA
Male,0.0,No,No,,1.0,Employed,60–100k,8676-OOQEJ
Male,0.0,Yes,Yes,College,5.0,Employed,60–100k,5515-IDEJJ
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,9701-CDXHR
Male,1.0,No,No,,1.0,Retired,100–150k,7450-NWRTR
Female,0.0,No,No,College,1.0,Self-employed,60–100k,8124-NZVGJ
Male,0.0,Yes,Yes,College,,Self-employed,60–100k,2162-FRZAA
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,5118-MUEYH
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,9095-HFAFX
Female,0.0,No,Yes,College,2.0,Self-employed,60–100k,5627-TVBPP
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k, 2379-ENZGV  
Male,0.0,No,No,College,2.0,Employed,60–100k,3936-QQFLL
Female,0.0,No,No,College,2.0,Self-employed,60–100k,2589-AYCRP
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,4067-HLYQI
Male,0.0,No,No,College,2.0,Employed,60–100k,5124-EOGYE
Female,0.0,Yes,Yes,College,3.0,Employed,60–100k,5057-RKGLH
Female,0.0,Yes,Yes,College,6.0,Self-employed,100–150k,0292-WEGCH
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,8910-ICHIU
Male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,4097-YODCF
Male,0.0,Yes,Yes,Bachelor,5.0,Self-employed,>150k,9715-WZCLW
Female,0.0,Yes,Yes,College,5.0,Self-employed,100–150k,9786-YWNHU
Female,0.0,,No,College,1.0,Self-employed,60–100k,6407-GSJNL
Female,1.0,No,No,College,1.0,Retired,100–150k,6005-OBZPH
Female,0.0,Yes, No  ,Bachelor,2.0,Retired,>150k,4049-ZPALD
Female,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,7932-WPTDS
Male,1.0,Yes,No,College,2.0,Retired,100–150k,3733-UOCWF
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,6833-JMZYP
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,2722-VOJQL
Female,0.0,No,No,College,2.0,Self-employed,60–100k,1310-QRITU
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,8961-QDZZJ
Male,0.0,Yes,Yes,College,2.0,Retired,100–150k,9715-SBVSU
Male,1.0,No,No,College,3.0,Retired,100–150k,8490-BXHEO
Female,1.0,Yes,No,College,2.0,Retired,100–150k,7173-TETGO
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,7929-SKFGK
Female,0.0,No,No,College,1.0,Employed,60–100k,2300-RQGOI
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,3563-SVYLG
Male,0.0,No,,Bachelor,3.0,Self-employed,>150k,5228-EXCET
Male,1.0,Yes,No,College,2.0,Retired,100–150k,6435-VWCCY
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4998-IKFSE
Male,—,Yes,No,College,2.0,Retired,100–150k,8630-QSGXK
Female,0.0, No  ,No,Bachelor,1.0,Retired,>150k,2455-USLMV
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,7394-FKDNK
Female,0.0,Yes,Yes,College,3.0,Retired,100–150k,9488-FVZCC
