MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore,customerID
79.7,293.14,4,2.0,6437-UKHMV
79.0,273.51,5,2.0,6538-POCHL
,215.05,0,2.0,6726-NNFWD
74.2,,3,2.0,3002-WQZWT
81.0,194.34,7,2.0,4277-UDIEF
49.6,166.52,6,3.0,UNK-54e58a2f
84.6,269.62,4,3.0,4912-PIGUY
55.0,141.09,0,2.0,1114-CENIM
84.85,185.7,0,2.0,6060-DRTNL
84.2,192.67,0,2.0,2725-TTRIQ
106.3,268.63,7,1.0,3374-TTZTK
69.05,259.38,0,2.0,8990-ZXLSU
45.4,161.16,6,,2275-RBYQS
73.65,153.06,0,ORPH-7f43261c,8473-VUVJN
73.9,238.38,2,3.0,6289-CPNLD
77.75,295.35,6,2.0,5536-SLHPM
99.35,328.87,0,3.0,4419-UJMUS
50.75,165.79,5,2.0,7794-JASDG
87.1,250.15,8,2.0,7609-YBPXG
20.15,0.0,0,3.0,5519-TEEUH
98.7,208.83,0,3.0,7856-GANIL
25.2,95.78,0,2.0,0804-XBFBV
55.7,159.7,6,1.0,2676-OXPPQ
65.35,107.92,5,1.0,3703-TTEPD
25.3,0.0,0,3.0,2799-TSLAG
84.35,280.4,5,2.0,0196-VULGZ
84.95,335.13,3,2.0,8837-VVWLQ
73.85,284.4,6,3.0,2696-NARTR
24.25,18.03,0,2.0,2208-NKVVH
51.8,153.48,0,UNK-9a37e5cf,7614-QVWQL
46.0,123.46,5,2.0,1976-CFOCS
79.4,185.58,0,3.0,4631-OACRM
60.5,124.6,3,3.0,7139-JZFVG
25.1,117.33,6,3.0,4987-GQWPO
71.8,202.32,0,2.0,3755-JBMNH
20.05,0.0,2,3.0,1757-TCATG
88.4,217.01,2,3.0,6345-ULYRW
30.25,166.64,0,3.0,4776-XSKYQ
20.2,20.91,0,3.0,8048-DSDFQ
59.9,174.68,6,3.0,5753-QQWPW
25.15,73.85,5,3.0,6010-DDPPW
46.0,114.7,3,2.0,1809-DMJHQ
101.3,377.85,0,2.0,6693-FRIRW
76.95,264.44,4,3.0,6586-MYGKD
55.3,209.26,2,2.0,3173-NVMPX
92.45,227.56,3,2.0,0248-PGHBZ
48.45,147.22,0,1.0,0623-GDISB
19.35,49.82,0,2.0,2892-GESUL
51.75,58.47,2,2.0,6923-EFPNL
86.7,159.77,0,3.0,7472-EQOAV
94.4,294.62,3,2.0,9574-RKJIF
55.7,171.76,5,3.0,2043-WVTQJ
84.25,299.15,3,2.0,8034-RYTVV
64.65,185.16,0,3.0,3863-QSTYI
70.15,341.75,6,1.0,2619-WFQWU
69.2,284.98,1,2.0,5044-LRQAQ
54.65,88.34,5,3.0,1716-LSAMB
24.75,0.0,0,2.0,1333-PBMXB
23.95,46.15,3,3.0,6546-OPBBH
105.0,334.87,4,3.0,5985-BEHZK
59.85,84.6,4,3.0,9127-QRZMH
20.05,92.4,5,2.0,nan
92.15,301.33,0,1.0,nan
44.8,132.18,5,3.0,2137-DQMEV
20.9,0.0,0,3.0,8174-LNWMW
95.4,261.1,0,1.0,9279-CJEOJ
80.35,235.86,5,2.0,7964-VEXDG
85.1,198.13,3,3.0,2404-JIBFC
34.7,222.15,5,2.0,0778-NELLA
115.05,258.3,6,3.0,8029-XYPWT
81.1,289.4,0,2.0,4614-NUVZD
19.95,38.95,0,3.0,4632-PAOYU
20.55,55.62,0,3.0,3803-KMQFW
106.6,380.83,0,2.0,6804-GDMOI
86.15,221.7,3,2.0,2990-OGYTD
78.85,229.63,0,2.0,6646-JPPHA
106.75,302.79,3,2.0,9572-MTILT
86.55,206.19,2,2.0,7658-UYUQS
42.4,145.27,7,2.0,7880-XSOJX
89.45,363.13,0,1.0,9611-CTWIH
24.25,16.42,1,3.0,4589-IUAJB
97.9,392.61,0,2.0,0329-GTIAJ
20.5,20.17,3,,8746-BFOAJ
19.6,28.83,4,3.0,8457-XIGKN
20.25,12.64,4,2.0,6072-NUQCB
55.7,174.04,5,2.0,6629-CZTTH
20.6,0.0,0,2.0,8838-GPHZP
19.8,2.12,,UNK-7686769b,8750-QWZAJ
79.8,231.18,0,2.0,5364-EVNIB
80.2,291.73,6,ORPH-00d0a15f,6918-UMQCG
116.4,371.62,8,3.0,0675-NCDYU
31.65,168.09,2,3.0,6339-DKLMK
94.15,331.63,2,3.0,1346-PJWTK
20.65,77.6,0,3.0,5088-QZLRL
76.85,163.87,2,3.0,8023-QHAIO
20.15,0.0,4,3.0,4397-FRLTA
,96.95,8,2.0,3057-VJJQE
39.05,175.02,,2.0,5087-SUURX
82.15,222.68,2,2.0,2302-OUZXB
103.0,242.95,0,ORPH-52dc81db,8133-ANHHJ
95.1,290.42,7,3.0,2270-CHBFN
83.9,265.22,0,2.0,0013-EXCHZ
95.15,300.65,3,2.0,5982-FPVQN
79.8,219.92,5,2.0,9107-UKCKY
74.8,217.19,6,2.0,4654-ULTTN
69.85,191.75,0,2.0,5550-VFRLC
20.45,42.25,3,3.0,5546-BYZSM
78.35,164.37,0,3.0,1492-KGETH
53.55,212.54,0,2.0,4929-BSTRX
19.1,84.4,3,3.0,4163-HFTUK
20.0,0.0,0,3.0,8215-NGSPE
93.9,267.58,3,2.0,2225-ZRGSG
19.95,14.95,0,2.0,8859-YSTWS
113.15,364.06,8,ORPH-bcde804e,5271-YNWVR
24.0,86.47,0,2.0,7601-DHFWZ
84.95,265.65,4,2.0,2657-ALMWY
80.5,225.04,3,2.0,6330-JKLPC
19.3,0.0,4,3.0,4667-OHGKG
19.15,19.64,5,ORPH-5e48a2bc,1998-VHJHK
91.3,257.99,0,1.0,1707-HABPF
49.65,99.04,0,2.0,1660-HSOOQ
54.35,140.3,6,2.0,7253-UVNDW
19.15,19.27,0,2.0,0487-VVUVK
88.45,377.29,8,2.0,7228-OMTPN
19.75,45.52,0,2.0,5063-IUOKK
75.5,177.82,4,2.0,4508-OEBEY
83.75,296.45,0,2.0,0027-KWYKW
19.4,18.82,0,4.0,2308-STERM
,46.14,1,3.0,5982-XMDEX
90.5,244.44,0,2.0,6284-AHOOQ
19.15,54.63,0,3.0,6051-PTVNS
94.85,275.32,,3.0,2344-JMOGN
69.95,263.12,0,3.0,3799-ISUZQ
40.9,156.68,0,2.0,2877-VDUER
80.25,205.22,3,3.0,9152-AMKAK
48.6,,1,3.0,1794-HBQTJ
70.8,281.05,0,2.0,9432-VOFYX
60.2,142.18,4,2.0,8049-WJCLQ
55.2,180.2,4,UNK-a44dad33,6586-PSJOX
55.8,170.83,7,2.0,nan
54.15,102.46,7,3.0,9705-ZJBCG
80.15,226.7,4,ORPH-3588e303,4818-DRBQT
75.5,189.04,0,2.0,1320-HTRDR
100.4,292.38,0,2.0,6847-KJLTS
62.55,165.13,11,3.0,9670-BPNXF
70.45,137.44,3,4.0,3913-FCUUW
85.5,254.37,3,2.0,3301-VKTGC
20.2,18.48,0,2.0,1493-AMTIE
54.5,60.88,4,2.0,9555-SAHUZ
20.75,26.5,2,3.0,0816-TSPHQ
20.35,14.83,5,2.0,9932-WBWIK
91.0,235.62,8,2.0,4619-EVPHY
104.8,385.59,3,1.0,5286-YHCVC
74.75,266.06,1,,6424-ELEYH
104.05,285.44,4,ORPH-9edaf4ae,4391-RESHN
51.1,134.43,6,3.0,9115-YQHGA
89.8,237.27,3,3.0,4462-CYWMH
20.55,54.32,1,3.0,8963-MQVYN
64.05,242.87,3,2.0,2458-EOMRE
74.85,223.23,0,2.0,9334-GWGOW
96.65,303.86,6,2.0,6821-BUXUX
20.05,55.06,0,3.0,5028-HTLJB
103.45,363.69,2,1.0,9801-GDWGV
25.0,134.12,0,1.0,6542-LWGXJ
20.3,17.22,7,4.0,5567-GZKQY
26.35,44.95,0,3.0,1222-LRYKO
19.9,8.37,3,3.0,2320-JRSDE
54.7,118.04,4,3.0,2087-QAREY
46.35,215.47,4,2.0,0601-WZHJF
90.25,240.38,4,2.0,4423-JWZJN
,0.0,0,3.0,5143-WMWOG
20.65,0.0,4,3.0,6490-FGZAT
79.6,321.74,0,1.0,5393-RXQSZ
25.45,21.81,2,3.0,7452-FOLON
19.5,42.84,4,3.0,2320-TZRRH
75.9,237.37,5,3.0,0231-LXVAP
76.2,211.92,1,1.0,9444-JTXHZ
66.15,196.14,4,3.0,4942-VZZOM
19.25,7.02,0,3.0,5510-BOIUJ
69.1,182.19,3,2.0,7502-BNYGS
39.1,107.58,0,2.0,4291-HYEBC
20.05,0.99,4,2.0,6147-CBCRA
59.8,109.24,0,2.0,6047-SUHPR
84.3,310.28,0,2.0,4471-KXAUH
48.6,87.51,8,3.0,9752-ZNQUT
79.0,335.54,4,1.0,7638-QVMVY
105.35,,4,1.0,1576-PFZIW
25.1,49.01,2,2.0,5666-MBJPT
49.75,128.24,0,1.0,7312-XSBAT
94.75,330.43,3,1.0,3096-GKWEB
93.0,321.51,,1.0,2371-JQHZZ
71.9,137.66,8,3.0,0674-GCDXG
77.55,218.57,5,1.0,1121-QSIVB
19.85,0.0,0,2.0,4396-KLSEH
70.25,257.56,0,,3244-DCJWY
95.25,410.22,6,ORPH-e5a73483,2824-MYYBN
84.6,240.43,0,2.0,0875-CABNR
25.05,159.22,0,3.0,6345-HOVES
53.15,236.28,3,3.0,8318-LCNBW
20.15,0.0,0,3.0,6469-QJKZW
101.25,320.5,3,2.0,0147-ESWWR
100.55,280.18,4,3.0,1217-VASWC
24.1,0.0,0,3.0,7812-FZHPE
25.3,51.11,0,3.0,6370-ZVHDV
71.8,136.25,6,2.0,5915-DGNVC
,15.4,0,3.0,6260-XLACS
49.85,142.51,4,2.0,3566-CAAYU
69.6,273.31,5,2.0,4983-CCWMC
19.75,101.17,0,2.0,9103-CXVOK
80.8,214.37,2,2.0,2896-TBNBE
60.0,78.6,9,3.0,4797-AXPXK
86.55,269.82,6,2.0,5229-PRWKT
20.85,0.0,0,2.0,6982-UQZLY
64.2,112.89,0,3.0,2522-WLNSF
35.0,221.17,5,3.0,3841-CONLJ
50.75,222.44,2,1.0,5057-LCOUI
105.5,265.51,4,3.0,0193-ESZXP
19.2,41.78,0,3.0,4475-NVTLU
85.15,262.76,0,1.0,4369-HTUIF
90.65,291.56,5,2.0,9386-LDCZR
20.0,86.33,0,2.0,9585-KKMFD
74.65,274.24,0,2.0,5399-ZIMKF
61.2,210.82,8,4.0,0336-KXKFK
19.95,42.37,5,UNK-dc9072a5,5619-XZZKR
54.8,71.78,4,2.0,3948-FVVRP
73.45,117.28,3,2.0,5327-XOKKY
51.45,171.63,0,,0983-TATYJ
80.45,272.62,3,2.0,1813-JYWTO
54.2,102.87,3,3.0,0156-FVPTA
109.5,334.34,6,2.0,1984-FCOWB
104.4,365.83,6,3.0,0654-HMSHN
85.3,336.72,0,2.0,6719-OXYBR
79.3,144.78,9,3.0,3312-ZWLGF
76.5,245.04,0,2.0,6476-YHMGA
105.1,258.05,0,2.0,5287-QWLKY
25.4,0.0,7,3.0,0795-XCCTE
86.85,322.9,2,2.0,0168-XZKBB
19.65,61.03,0,3.0,3785-NRHYR
75.7,207.13,4,2.0,5196-SGOAK
45.55,154.55,4,2.0,4537-DKTAL
78.1,130.87,2,3.0,7072-MBHEV
19.3,12.06,1,3.0,5602-BVFMK
110.5,348.89,6,2.0,6297-NOOPG
90.8,254.64,8,2.0,1891-UAWWU
20.3,24.1,4,ORPH-e388dfeb,8204-TIFGJ
81.35,114.27,5,2.0,8050-DVOJX
97.95,359.21,10,1.0,6108-OQZDQ
108.15,315.36,8,2.0,0363-QJVFX
55.3,234.14,0,3.0,8903-XEBGX
56.55,227.81,4,3.0,8169-SAEJD
,323.85,2,1.0,9840-DVNDC
19.7,81.44,1,3.0,1089-XZWHH
104.05,323.84,5,2.0,2325-WINES
52.85,135.65,7,2.0,6064-ZATLR
104.3,310.65,1,2.0,3096-JRDSO
80.65,251.58,6,4.0,7824-PANSQ
71.35,242.8,1,3.0,8042-JVNFH
24.65,2.19,2,3.0,9648-BCHKM
21.3,0.0,2,3.0,2888-ADFAO
110.2,336.47,2,2.0,8707-HOEDG
89.4,291.67,4,2.0,3374-LXDEV
51.05,166.86,2,2.0,4072-IPYLT
,16.18,0,UNK-531ece99,7167-PCEYD
19.9,53.22,2,3.0,4936-YPJNK
87.3,213.6,1,2.0,1580-BMCMR
19.85,0.0,0,4.0,4817-KEQSP
89.4,193.67,4,2.0,6408-WHTEF
20.0,19.35,0,3.0,9251-AWQGT
20.05,51.64,0,,8749-CLJXC
,213.49,7,2.0,7989-VCQOH
20.6,56.23,0,3.0,5049-GLYVG
102.9,234.47,6,3.0,4199-QHJNM
39.1,68.89,6,ORPH-a6e23cc3,8882-TLVRW
99.95,361.24,3,2.0,5883-GTGVD
114.5,296.46,6,2.0,5135-GRQJV
20.2,0.0,0,2.0,2384-OVPSA
55.8,72.55,3,2.0,1371-WEPDS
24.2,23.95,1,2.0,3580-GICBM
81.0,222.59,2,1.0,4817-QRJSX
72.8,169.15,5,3.0,9730-DRTMJ
99.85,310.76,5,3.0,4686-UXDML
99.5,299.74,0,2.0,3349-ANQNH
70.15,197.71,5,1.0,2398-YPMUR
20.25,0.97,3,3.0,0932-YIXYU
26.0,41.22,3,2.0,7480-SPLEF
19.9,78.83,0,3.0,7636-XUHWW
19.05,125.82,0,3.0,1431-CYWMH
96.5,205.62,4,UNK-85612610,5937-EORGB
19.85,89.55,0,4.0,6349-JDHQP
25.7,20.56,0,2.0,5539-HIVAK
20.3,18.45,0,2.0,5847-MXBEO
70.15,270.64,0,2.0,9985-MWVIX
91.55,230.69,0,2.0,4583-PARNH
39.4,162.75,7,3.0,1116-FRYVH
105.7,202.0,5,UNK-50712c61,1421-HCERK
70.25,247.19,2,1.0,9633-XQABV
93.75,195.47,10,2.0,0716-BQNDX
96.55,186.92,6,2.0,1265-XTECC
60.0,119.69,3,3.0,1183-CANVH
59.8,157.11,6,2.0,1972-XMUWV
90.65,356.32,5,-1.814185671889828,UNK-89b28d20
109.0,266.32,1,2.0,3407-JMJQQ
68.1,180.29,3,2.0,6252-DFGTK
20.4,29.79,0,2.0,1539-LNKHM
81.95,229.03,5,3.0,8645-KOMJQ
60.55,155.79,3,1.0,0289-IVARM
65.6,178.08,3,3.0,9761-XUJWD
82.5,286.06,1,ORPH-db17e74f,4057-FKCZK
82.3,196.27,5,2.0,4291-TPNFG
68.15,93.04,4,2.0,6087-YPWHO
20.3,1.08,0,3.0,3090-QFUVD
95.55,327.31,2,2.0,2237-ZFSMY
20.2,0.0,4,3.0,1722-LDZJS
89.2,310.44,0,3.0,1818-ESQMW
69.65,184.27,7,2.0,4871-JTKJF
89.3,296.85,4,1.0,1415-YFWLT
74.8,288.78,3,2.0,7401-RUBNK
20.2,19.88,3,3.0,0506-YLVKJ
84.4,237.68,6,2.0,8661-BOYNW
87.55,321.26,0,2.0,6711-VTNRE
25.15,133.3,5,3.0,4815-GBTCD
19.8,33.71,0,2.0,2805-AUFQN
50.85,166.63,3,2.0,0980-PVMRC
102.4,348.07,4,3.0,7233-DRTRF
96.3,231.82,7,2.0,3500-RMZLT
55.5,78.55,5,2.0,3873-NFTGI
109.75,285.87,6,2.0,1162-ECVII
106.4,376.48,8,2.0,7048-GXDAY
60.0,217.76,4,2.0,8571-ZCMCX
88.8,259.67,5,3.0,1169-WCVAK
85.2,333.33,0,1.0,4548-SDBKE
35.1,150.4,3,2.0,UNK-ea2c7f8a
80.05,317.09,0,2.0,7129-CAKJW
75.55,214.76,0,,8695-ARGXZ
49.55,81.3,1,2.0,3570-YUEKJ
81.3,261.63,0,2.0,4143-OOBWZ
23.9,6.5,3,3.0,1555-HAPSU
66.4,158.59,5,3.0,1697-NVVGY
19.6,0.0,0,2.0,7854-EKTJL
18.8,22.54,0,2.0,8464-EETCQ
108.4,413.68,6,3.0,2419-FSORS
85.95,334.46,4,1.0,8132-YPVBX
85.45,263.99,0,,9102-IAYHT
80.9,168.96,1,2.0,6754-LZUKA
71.0,301.22,8,1.0,3422-LYEPQ
111.8,344.64,4,2.0,8099-MZPUJ
20.6,6.37,2,2.0,0787-LHDYT
85.05,197.6,0,2.0,2642-DTVCO
44.6,114.87,4,3.0,0374-IOEGQ
44.4,155.74,0,2.0,4361-JEIVL
105.1,340.29,6,2.0,3197-NNYNB
115.15,389.51,6,3.0,3396-DKDEL
59.8,124.92,1,3.0,1752-OZXFY
26.3,77.4,3,3.0,9066-QRSDU
70.55,211.01,2,,9112-WSNPU
20.05,0.0,1,3.0,9867-NNXLC
79.85,233.69,0,2.0,5321-NTRKC
70.3,174.11,0,1.0,1363-TXLSL
79.35,366.86,4,2.0,9507-EXLTT
90.05,340.95,0,2.0,3161-GETRM
24.45,61.4,0,2.0,0402-OAMEN
59.95,247.34,0,2.0,6933-VLYFX
25.35,78.2,0,2.0,6754-WKSHP
90.8,339.45,1,2.0,9846-GKXAS
70.45,251.26,0,2.0,6017-PPLPX
34.3,58.89,2,3.0,4976-LNFVV
105.05,386.75,1,2.0,5055-MGMGF
19.3,5.14,0,3.0,4641-FROLU
19.15,70.74,0,3.0,2862-JVEOY
51.4,235.74,0,2.0,2969-QWUBZ
71.85,196.0,4,3.0,9822-BIIGN
75.4,163.89,0,1.0,2077-MPJQO
49.7,200.39,1,3.0,1534-OULXE
45.25,202.62,3,2.0,7136-RVDTZ
78.75,206.71,6,2.0,2971-SGAFL
81.6,140.9,5,2.0,1480-IVEVR
70.4,275.0,0,2.0,2905-KFQUV
75.8,262.33,6,2.0,4581-SSPWD
76.1,257.4,3,1.0,3370-HXOPH
94.0,316.24,2,2.0,9391-YZEJW
103.95,310.74,6,2.0,9958-MEKUC
19.95,38.24,0,2.0,0281-CNTZX
71.3,165.29,0,3.0,6927-WTFIV
110.8,216.6,1,2.0,4118-CEVPF
69.1,219.11,0,2.0,3398-ZOUAA
96.1,320.7,2,1.0,9114-VEPUF
48.8,92.95,4,3.0,7876-BEUTG
50.55,108.43,3,3.0,2338-BQEZT
44.65,167.87,2,2.0,9873-MNDKV
88.25,288.52,0,1.0,0378-NHQXU
19.45,3.49,0,3.0,8241-JUIQO
,220.47,8,3.0,2194-IIQOF
70.0,244.92,0,1.0,4512-ZUIYL
19.25,14.25,0,3.0,9631-RXVJM
70.5,212.81,4,3.0,9584-EXCDZ
97.35,366.08,4,1.0,7969-AULMZ
19.65,32.71,0,2.0,5093-FEGLU
20.85,23.5,2,ORPH-8fd9b104,2621-UDNLU
19.65,30.18,4,3.0,7526-IVLYU
19.35,12.1,0,3.0,2428-HYUNX
44.0,69.16,0,2.0,9214-EKVXR
94.4,331.77,2,3.0,3410-MHHUM
25.9,53.98,0,3.0,0568-ONFPC
55.65,172.11,6,2.0,0733-VUNUW
69.65,263.46,0,2.0,4550-EVXNY
75.4,221.32,1,2.0,2122-YWVYA
100.6,315.21,0,UNK-adc79981,2968-SSGAA
71.0,203.44,0,1.0,2296-DKZFP
86.0,255.27,2,2.0,4844-JJWUY
106.95,347.61,3,1.0,6777-TGHTM
21.2,75.7,3,3.0,8909-BOLNL
61.05,166.82,8,3.0,6603-YRDCJ
29.6,107.77,2,2.0,3538-WZPHD
79.95,207.34,2,2.0,3229-USWAR
19.7,0.0,,3.0,2138-VFAPZ
20.3,0.0,2,3.0,6131-JLWZM
59.9,191.06,0,2.0,4785-QRJHC
24.35,3.66,2,3.0,0269-XFESX
19.75,15.86,0,3.0,1709-EJDOX
50.3,140.7,2,3.0,4316-XCSLJ
95.6,392.02,1,1.0,8610-WFCJF
50.25,134.07,0,2.0,9693-XMUOB
85.35,247.3,6,1.0,0383-CLDDA
41.6,173.68,4,2.0,4905-JEFDW
51.65,139.27,7,2.0,2709-UQGNP
24.0,115.41,0,3.0,3549-ZTMNH
100.85,319.42,0,2.0,nan
59.85,193.8,5,3.0,8033-ATFAS
25.45,13.3,2,3.0,1635-NZATJ
23.9,87.81,0,2.0,0562-HKHML
24.15,55.41,0,3.0,8277-RVRSV
75.7,210.11,5,3.0,9943-VSZUV
40.2,116.66,0,3.0,0117-LFRMW
84.5,266.19,5,1.0,6172-FECYY
50.85,145.83,0,2.0,7054-ENNGU
91.6,276.45,3,2.0,1455-HFBXA
,333.26,0,2.0,9402-CXWPL
85.0,235.0,1,1.0,1628-BIZYP
78.95,175.38,5,2.0,1965-AKTSX
44.3,76.21,5,1.0,0082-LDZUE
20.2,33.5,3,3.0,4786-UKSNZ
80.2,266.37,0,1.0,5343-SGUBI
60.9,132.82,5,2.0,0856-NAOES
34.2,108.94,0,2.0,1976-AZZPJ
85.2,162.91,2,2.0,7248-VZQLC
87.15,234.77,3,3.0,6156-UZDLF
54.3,154.97,4,3.0,3099-OONVS
19.1,62.18,2,4.0,9500-WBGRP
112.75,355.17,6,2.0,5183-KLYEM
19.95,,2,3.0,5144-PQCDZ
19.5,68.0,7,2.0,8514-VZHEB
65.55,168.01,4,2.0,6625-IUTTT
78.8,205.93,0,2.0,9355-NPPFS
78.2,249.27,0,2.0,0068-FIGTF
105.25,368.67,7,2.0,5965-GGPRW
89.25,316.81,0,3.0,8035-PWSEV
20.65,5.71,1,3.0,2236-HILPA
68.7,142.18,7,3.0,1840-BIUOG
78.65,233.99,8,2.0,1356-MKYSK
24.75,29.58,3,2.0,6080-LNESI
19.75,11.13,0,1.0,1830-IPXVJ
89.1,171.14,4,2.0,5828-DWPIL
84.7,292.34,6,2.0,8398-TBIYD
98.0,179.01,4,3.0,0011-IGKFF
94.45,318.09,0,1.0,4192-GORJT
105.0,268.72,7,2.0,6496-SLWHQ
93.85,230.4,,2.0,9912-GVSEQ
59.9,84.79,3,3.0,2931-FSOHN
19.95,31.64,0,2.0,9418-RUKPH
84.0,212.33,0,2.0,5383-MMTWC
108.9,294.47,0,2.0,9971-ZWPBF
33.6,92.69,6,2.0,4712-AUQZO
85.85,229.27,8,3.0,9711-FJTBX
34.85,114.51,9,3.0,2908-ZTPNF
48.75,224.73,3,3.0,7240-ETPTR
84.85,278.79,2,2.0,2202-CUYXZ
56.65,110.69,0,3.0,5995-OIGLP
95.3,195.62,,2.0,8421-WZOOW
73.9,207.24,4,3.0,6261-RCVNS
24.5,87.36,1,3.0,7951-QKZPL
84.6,287.05,4,2.0,1414-YADCW
44.95,168.27,0,3.0,8756-RDDLT
24.7,170.3,4,3.0,2862-PFNIK
100.3,362.3,3,2.0,5816-QVHRX
25.45,10.19,4,3.0,4430-YHXGG
50.7,149.43,5,3.0,nan
55.0,204.84,3,ORPH-362e469b,7395-XWZOY
68.4,197.21,3,3.0,7169-YWAMK
89.9,250.1,2,1.0,3640-PHQXK
78.55,234.2,0,2.0,6877-LGWXO
55.05,189.73,1,2.0,6859-RKMZJ
19.8,,3,3.0,2729-VNVAP
84.45,232.27,4,2.0,2957-JIRMN
35.9,158.71,2,2.0,2049-BAFNW
80.75,216.95,4,1.0,3842-QTGDL
78.65,254.44,2,2.0,7163-OCEQI
61.75,115.37,6,4.0,9782-LGXMC
63.7,106.31,5,3.0,5975-BAICR
,282.9,2,2.0,8019-ENHXU
25.2,137.12,0,3.0,5167-GBFRE
74.05,260.69,0,2.0,9033-EOXWV
87.6,299.06,0,3.0,4673-KKSLS
89.15,309.97,4,1.0,4853-OITSN
20.0,22.6,1,3.0,9800-OUIGR
55.0,35.06,0,ORPH-969cf6e6,1324-NLTJE
104.4,392.36,2,2.0,2324-EFHVG
20.05,23.14,0,3.0,7094-MSZAO
89.75,338.08,7,2.0,1522-VVDMG
34.3,62.05,7,4.0,6907-CQGPN
20.65,0.0,6,2.0,0780-XNZFN
84.25,276.2,3,1.0,0239-OXEXL
19.65,54.01,0,ORPH-f5317a8a,2675-IJRGJ
79.85,260.0,4,3.0,7049-GKVZY
20.2,56.26,1,unknown,8577-QSOCG
19.8,71.69,5,3.0,3721-CNZHX
50.35,221.77,0,2.0,0212-ISBBF
85.15,272.3,5,2.0,9185-TQCVP
74.6,198.62,2,2.0,3585-YNADK
79.15,233.25,5,2.0,5271-DBYSJ
20.35,26.16,0,3.0,1099-GODLO
21.05,0.67,0,3.0,6828-HMKWP
94.6,282.7,3,2.0,5567-WSELE
94.7,339.83,2,2.0,1472-TNCWL
94.25,351.99,4,2.0,8063-RJYNF
72.45,207.57,4,2.0,0687-ZVTHB
,275.49,3,3.0,2080-GKCWQ
105.2,,4,2.0,9661-ACXBS
111.95,356.6,7,2.0,2193-SFWQW
19.85,94.6,0,3.0,5656-JAMLX
89.75,326.58,3,1.0,3462-BJQQA
20.05,2.32,3,3.0,0442-TDYUO
108.95,283.61,10,1.0,6733-LRIZX
19.65,8.79,2,3.0,9503-XJUME
,74.17,8,3.0,4367-NHWMM
82.85,304.05,0,2.0,3727-RJMEO
93.2,253.36,5,2.0,3779-OSWCF
84.8,268.13,3,2.0,6736-DHUQI
71.75,108.5,0,3.0,3915-ODIYG
30.35,183.63,0,4.0,1360-RCYRT
54.85,251.06,2,3.0,2724-FJDYW
19.5,1.38,3,3.0,4451-RWASJ
103.85,237.72,0,3.0,nan
24.2,16.04,0,3.0,3460-TJBWI
19.35,18.62,5,2.0,5917-HBSDW
83.6,305.96,0,2.0,5685-IIXLY
100.65,234.87,0,ORPH-5f78d742,5671-UUNXD
94.1,274.52,0,2.0,0956-ACVZC
74.55,229.65,4,2.0,2325-NBPZG
108.45,366.85,2,3.0,4250-ZBWLV
56.15,128.35,5,3.0,4482-FTFFX
20.35,0.0,3,2.0,8859-DZTGQ
80.55,246.7,0,2.0,0440-MOGPM
61.25,174.77,0,3.0,0020-JDNXP
20.45,116.28,0,3.0,3752-CQSJI
18.9,90.54,1,2.0,5025-GOOKI
19.6,0.0,0,4.0,4698-KVLLG
91.5,315.04,0,1.0,5095-AESKG
45.2,159.38,0,2.0,2887-JPYLU
19.45,18.33,5,3.0,4770-QAZXN
25.45,74.74,0,3.0,4896-CPRPF
80.85,247.04,4,3.0,1871-MOWRM
94.9,288.6,0,2.0,9714-EDSUC
49.05,253.86,4,2.0,2027-OAQQC
29.3,57.36,0,2.0,0282-NVSJS
105.3,291.56,8,1.0,9090-SGQXL
88.95,226.8,11,2.0,6595-YGXIT
20.25,38.8,3,ORPH-2bce8f5c,7353-YOWFP
110.85,301.47,0,2.0,9835-ZIITK
110.5,358.59,0,2.0,8008-ESFLK
109.4,298.51,4,2.0,7537-CBQUZ
114.2,345.53,5,1.0,1555-DJEQW
36.5,118.24,0,3.0,5649-TJHOV
70.75,241.18,0,2.0,0519-XUZJU
19.95,96.45,1,3.0,3363-EWLGO
19.6,21.89,3,3.0,4750-UKWJK
40.15,202.31,1,2.0,6338-AVWCY
76.6,270.66,0,1.0,1689-YQBYY
19.6,56.11,0,3.0,4487-ZYJZK
85.3,325.91,1,1.0,2959-FENLU
65.85,192.26,1,3.0,0708-LGSMF
94.45,239.85,,2.0,9253-QXKBE
20.05,98.06,0,3.0,7634-HLQJR
99.4,292.63,3,3.0,0487-RPVUM
20.0,40.8,0,4.0,4079-ULGFR
78.45,256.79,6,2.0,2516-XSJKX
25.1,4.55,0,3.0,0057-QBUQH
97.35,309.62,4,1.0,9445-SZLCH
55.0,174.78,0,2.0,6599-SFQVE
71.1,168.14,3,3.0,8331-ZXFOE
61.55,165.82,3,2.0,4003-FUSHP
45.9,142.07,0,2.0,0356-ERHVT
40.3,145.64,7,UNK-628676f8,7325-ENZFI
87.1,252.27,0,2.0,4884-ZTHVF
49.5,98.98,2,3.0,3920-HIHMQ
0.0,176.1,1,2.0,3055-OYMSE
19.2,0.0,0,3.0,0613-WUXUM
45.3,230.65,3,2.0,7568-PODML
25.0,61.65,2,3.0,4458-KVRBJ
94.95,351.91,0,2.0,5349-IECLD
35.3,94.85,,3.0,1397-XKKWR
44.55,97.9,0,,3945-GFWQL
76.75,208.13,3,2.0,8097-OMULG
81.0,237.44,0,2.0,6013-BHCAW
