tenure,MonthlyCharges,TotalCharges,AverageDataUsage,LatePaymentCount,AppLoginFrequency,CustomerSatisfactionScore,customerID
17.0,92.55,1614.7,249.33856907540377,0.0,1.0,2.0,7668-XCFYV
2.0,73.55,145.4,272.1084158379649,0.0,1.0,2.0,2983-ZANRP
8.0,20.15,156.25,81.59999013703205,0.0,2.0,2.0,7845-URHJN
48.0,34.7,1604.5,153.1357671216998,1.0,4.0,3.0,3034-ZBEQN
10.0,24.5,270.15,56.3047676024282,0.0,0.0,2.0,5018-HEKFO
0.0,19.7, ,27.437499897718677,1.0,0.0,3.0,2923-ARZLG
1.0,20.6,20.6,14.218174107631206,1.0,1.0,3.0,3976-NLDEZ
29.0,58.0,1734.5,159.05573039784394,1.0,3.0,2.0,2282-YGNOR
65.0,107.45,7047.5,252.15350388703857,0.0,4.0,2.0,5336-UFNZP
8.0,65.5,573.15,96.74976153158016,0.0,5.0,2.0,6854-EXGSF
61.0,25.45,1538.6,25.74716007934604,0.0,2.0,3.0,1241-EZFMJ
45.0,100.15,4459.8,252.30864762953297,0.0,8.0,3.0,9233-PSYHO
72.0,104.45,7459,389.47941467539954,0.0,1.0,2.0,5376-PCKNB
12.0,21.15,306.05,28.41814729739061,0.0,2.0,2.0,8044-BGWPI
7.0,96.2,639.7,366.4545349687231,0.0,1.0,3.0,4060-LDNLU
9.0,44.4,348.15,99.346386170112,0.0,1.0,2.0,3589-PPVKW
43.0,107.55,4533.9,272.27854801415765,0.0,5.0,3.0,8327-LZKAS
58.0,94.35,5563.65,271.4923604235902,0.0,5.0,3.0,5887-IKKYO
16.0,98.75,1587.55,270.67177372046075,0.0,6.0,2.0,1075-BGWOH
2.0,20.3,40.25,12.603842385417606,0.0,0.0,3.0,1755-RMCXH
8.0,101.15,842.9,357.9802241479079,0.0,0.0,2.0,0302-JOIVN
40.0,105.75,4228.55,351.8744184374727,0.0,0.0,2.0,3858-XHYJO
9.0,81.15,784.45,223.96710116958013,1.0,0.0,2.0,4299-SIMNS
41.0,89.55,3729.75,284.3044571995861,0.0,4.0,2.0,7025-IWFHT
26.0,54.75,1406.9,76.4598278335049,,7.0,3.0,6261-LHRTG
33.0,53.75,1857.3,134.7382259027586,0.0,2.0,4.0,7841-FCRQD
68.0,105.75,7322.5,364.4131372668634,0.0,0.0,3.0,2056-EVGZL
65.0,105.85,6725.5,273.94948831471254,0.0,5.0,2.0,8777-MBMTS
55.0,64.2,3627.3,222.1855756308161,1.0,0.0,3.0,7753-USQYQ
20.0,88.7,1761.45,261.89498747940354,1.0,3.0,2.0,5366-IJEQJ
19.0,87.7,1725.95,274.0596124027029,0.0,7.0,2.0,7661-CPURM
45.0,89.3,4192.15,317.0578733538845,0.0,3.0,2.0,6233-HXJMX
70.0,20.15,1411.2,-,0.0,0.0,2.0,5902-WBLSE
2.0,79.75,164.5,319.1699323312247,0.0,7.0,ORPH-15ef09db,1981-INRFU
27.0,94.55,2724.6,363.4153249021387,1.0,0.0,2.0,4971-PUYQO
12.0,20.05,264.55,0.0,0.0,0.0,3.0,3239-TPHPZ
72.0,67.2,4671.7,168.1443615081951,0.0,4.0,2.0,5115-GZDEL
12.0,94.55,1173.55,370.3261213714308,1.0,3.0,2.0,3338-CVVEH
5.0,69.05,318.5,216.87576159233672,1.0,2.0,ORPH-75e7e60f,8485-GJCDN
71.0,107.5,7713.55,300.08010450164386,0.0,2.0,3.0,2615-YVMYX
35.0,73.0,2471.25,199.9225409824157,0.0,7.0,2.0,2851-STERV
70.0,114.75,7842.3,340.270560526057,0.0,7.0,3.0,4393-GEADV
31.0,76.05,2227.8,255.0709507803549,0.0,0.0,2.0,8486-AYEQH
52.0,96.25,4990.25,313.9045901267066,0.0,6.0,2.0,1527-SXDPN
37.0,101.1,3744.05,281.4998927739306,0.0,5.0,1.0,6029-WTIPC
69.0,104.7,7220.35,335.87572419818633,1.0,6.0,2.0,8634-CILSZ
30.0,77.9,2351.45,154.590265669161,0.0,2.0,2.0,5419-JKZNQ
33.0,90.65,2989.6,301.014028766205,0.0,5.0,2.0,2495-KZNFB
54.0,110.45,6077.75,260.60413032191656,1.0,0.0,2.0,1409-PHXTF
59.0,68.7,4070.95,,0.0,1.0,2.0,4560-WQAQW
55.0,44.85,2479.05,109.37296203950858,0.0,4.0,3.0,9591-YVTEB
69.0,29.8,2134.3,126.38185955165692,0.0,2.0,3.0,9309-BZGNT
66.0,88.9,6000.1,345.7516414614624,1.0,2.0,2.0,4274-DRSQT
37.0,58.75,2203.1,181.67436280578116,0.0,5.0,3.0,2027-DNKIV
9.0,19.85,183.15,0.0,0.0,0.0,3.0,8075-GXIUB
69.0,86.9,6194.1,249.69328639504883,1.0,1.0,2.0,2885-HIJDH
10.0,59.65,638.95,163.52941529132113,,0.0,2.0,5424-RLQLC
40.0,55.25,2139.2,95.12519121178369,0.0,6.0,2.0,6682-QJDGB
13.0,66.4,831.75,168.39025861304998,0.0,0.0,2.0,6507-DTJZV
6.0,90.1,521.3,309.1924614233717,1.0,4.0,1.0,8780-IXSTS
69.0,20.15,1337.5,1.8665341739667625,0.0,2.0,ORPH-da706abf,7673-BQGKU
66.0,108.1,7181.95,249.22832474852217,0.0,6.0,2.0,6723-WSNTY
11.0,53.75,608,179.4220070997118,0.0,1.0,2.0,9530-EHPOH
46.0,56.9,2560.1,96.24115478739505,0.0,4.0,3.0,2725-IWWBA
6.0,89.3,577.6,334.2436524075834,0.0,3.0,2.0,0345-HKJVM
56.0,109.6,5953,387.27436400977103,1.0,1.0,2.0,1061-PNTHC
70.0,25.15,1790.15,12.670790024953366,2.0,0.0,3.0,0394-YONDK
33.0,79.15,2531.4,263.62207622531446,0.0,7.0,2.0,6574-MCOEH
72.0,66.75,4760.3,122.5189752736908,0.0,8.0,2.0,7399-QHBJS
3.0,95.2,292.85,297.9772837437732,0.0,4.0,1.0,3049-SOLAY
19.0,48.8,953.65,173.97311229951583,2.0,0.0,3.0,0997-YTLNY
5.0,45.7,198,167.90448216398826,2.0,1.0,3.0,3317-HRTNN
71.0,80.7,5705.05,250.05497729772765,0.0,0.0,2.0,9479-HYNYL
8.0,74.5,609.9,260.640299411219,1.0,2.0,2.0,3235-ETOOB
1.0,20.55,20.55,81.5837880963566,1.0,0.0,2.0,9708-KFDBY
1.0,79.65,79.65,347.6471785130087,0.0,2.0,2.0,8058-INTPH
61.0,115.1,6993.65,367.0866930436779,0.0,4.0,2.0,3642-GKTCT
71.0,59.7,4122.65,239.0227543537009,0.0,4.0,3.0,0774-RMNUW
68.0,86.45,5762.95,251.6147841335451,0.0,4.0,ORPH-31b73424,1334-PDUKM
46.0,33.7,1537.85,147.10443210395033,0.0,6.0,3.0,0756-MPZRL
33.0,80.1,2603.3,258.27713486276065,0.0,5.0,2.0,2242-MFOTG
53.0,104.05,5566.4,281.10891852382457,0.0,7.0,3.0,2927-CVULT
50.0,108.75,5431.9,267.4990489596759,0.0,4.0,1.0,2144-BFDSO
57.0,41.1,2258.25,159.12708816779784,0.0,0.0,3.0,8745-PVESG
54.0,20.35,1092.35,27.15046761188832,0.0,0.0,3.0,7647-GYYKX
60.0,105.9,6401.25,274.8028304801028,1.0,5.0,2.0,5647-FXOTP
28.0,101.3,2812.2,309.55339602470394,0.0,0.0,3.0,5569-OUICF
1.0,80.05,80.05,322.01077247641723,0.0,4.0,3.0,8821-XNHVZ
29.0,89.2,2698.35,306.2206058388399,0.0,2.0,3.0,2082-OJVTK
10.0,65.5,616.9,245.36555385206583,0.0,7.0,3.0,9700-ISPUP
43.0,40.45,1912.85,113.1057215692905,1.0,2.0,2.0,9839-ETQOE
13.0,70.45,849.1,185.81388596643427,1.0,6.0,2.0,6078-VESFR
43.0,78.8,3460.3,208.33377601479407,1.0,4.0,2.0,9027-TMATR
19.0,83.65,1465.75,317.1826702287497,0.0,5.0,2.0,5940-NFXKV
1.0,90.1,90.1,373.1282459181143,0.0,6.0,2.0,1941-HOSAM
69.0,82.45,5555.3,242.24776984428104,,5.0,3.0,9110-HSGTV
61.0,20.25,1278.8,14.876856008091666,0.0,0.0,3.0,0704-VCUMB
43.0,66.25,2907.35,150.4269119561668,0.0,4.0,3.0,6171-ZTVYB
6.0,19.5,146.3,32.59028000852117,1.0,0.0,2.0,8053-WWDRO
1.0,51.25,51.25,142.41312080480452,0.0,0.0,3.0,9564-KCLHR
56.0,89.7,4952.95,343.2385962871124,0.0,4.0,1.0,1935-IMVBB
70.0,64.55,4504.9,178.6567672004395,0.0,7.0,3.0,2535-PBCGC
1.0,45.6,45.6,-,0.0,0.0,2.0,2082-CEFLT
49.0,93.65,4520.15,292.7053914341656,1.0,4.0,2.0,1470-PSXNM
6.0,49.65,267.35,102.02998938831844,1.0,0.0,3.0,1213-NGCUN
32.0,73.6, 2316.85  ,173.89927682783846,0.0,0.0,2.0,2498-XLDZR
72.0,109.75,8075.35,,1.0,8.0,2.0,9866-OCCKE
37.0,61.45,2302.35,97.98273153689205,0.0,6.0,3.0,5338-YHWYT
69.0,106.4,7251.9,272.16326357389454,0.0,2.0,2.0,7718-UPSKJ
26.0,81.9,2078.55,258.4002140182747,0.0,3.0,ORPH-6616ba07,8731-WBBMB
58.0,105.2,6225.4,328.3584018300254,0.0,6.0,2.0,1448-CYWKC
24.0,54.6,1242.25,138.83295876276352,0.0,0.0,3.0,7901-IIDQV
,20.55,99.45,8.594471925788397,1.0,4.0,3.0,2690-DVRVK
15.0,20.0,288.05,18.49257851843019,0.0,0.0,2.0,5688-KZTSN
30.0,19.7,599.25,63.47509089278125,1.0,0.0,4.0,1270-XKUCC
55.0,66.05,3462.1,84.26092559870622,0.0,4.0,2.0,0334-ZFJSR
25.0,34.0,853,229.69590637736897,0.0,2.0,2.0,2894-QOJRX
10.0,92.5,934.1,196.88056336950575,0.0,0.0,3.0,5747-PMBSQ
44.0,54.05,2375.2,202.62946247753797,0.0,0.0,3.0,5583-EJXRD
47.0,58.9,2813.05,101.36085762156983,0.0,6.0,3.0,UNK-ec82b4bf
13.0,88.35,1222.8,369.0521374085158,0.0,3.0,2.0,3143-JQEGI
49.0,107.95,5293.2,347.71045045968964,0.0,4.0,2.0,6386-SZZKH
64.0,96.9,6314.35,360.6304962135371,0.0,11.0,2.0,3327-YBAKM
1.0,19.1,19.1,12.653979989766167,0.0,6.0,3.0,9441-QHEVC
20.0,50.0,1003.05,162.47251266563728,0.0,8.0,3.0,6705-LNMDD
37.0,45.4,,174.35509766290647,0.0,9.0,3.0,2580-ASVVY
30.0,85.45,2509.95,349.2914942291029,1.0,5.0,2.0,3370-GQEAL
38.0,84.1,3187.65,244.4929466306251,0.0,3.0,3.0,5032-USPKF
1.0,74.45,74.45,217.37493532586365,0.0,2.0,2.0,2982-IHMFT
37.0,64.75,2345.2,254.28947502827376,0.0,2.0,2.0,3521-SYVOR
52.0,66.25,3330.1,231.3862347503394,0.0,6.0,3.0,4254-QPEDE
71.0,76.9,5522.7,170.62537161246357,0.0,5.0,4.0,6283-GITPX
26.0,89.8,2335.3,321.1634904185946,0.0,2.0,2.0,9526-JAWYF
66.0,74.6,4798.4,194.6279377763741,0.0,9.0,2.0,0771-CHWSK
72.0,116.95,8594.4,335.81829768738567,0.0,7.0,2.0,9788-HNGUT
25.0,40.65,970.55,116.59238094396424,0.0,1.0,2.0,9495-REDIY
69.0,114.35,7665.8,357.4903516332229,0.0,4.0,3.0,5375-XLDOF
53.0,69.7,3686.05,139.14491060264544,0.0,1.0,2.0,1172-VIYBP
12.0,95.5,1115.15,304.13368406636926,1.0,2.0,2.0,5649-VUKMC
26.0,98.65,2537,317.14916469879046,2.0,2.0,2.0,6559-PDZLR
21.0,61.65,1393.6,155.9137270130374,0.0,0.0,2.0,8992-OBVDG
1.0,89.35,89.35,321.8332997153739,0.0,2.0,3.0,4273-MBHYA
48.0,,4445.3,356.05930119407634,0.0,6.0,2.0,4724-WXVWF
26.0,35.4,978.6,83.95615472507038,0.0,2.0,3.0,5701-GUXDC
60.0,19.95,1258.15,0.0,0.0,0.0,3.0,1460-UZPRJ
18.0,19.25,331.35,75.59915003007534,0.0,2.0,2.0,6082-GLJIX
10.0,29.65,291.4,45.32514079579797,0.0,2.0,3.0,5143-EGQFK
5.0,84.5,453.75,207.44291498440631,0.0,0.0,3.0,4919-IKATY
4.0,20.4,84.75,4.023423871466678,0.0,2.0,2.0,2495-TTHBQ
65.0,24.75,1715.1,80.0780054308912,0.0,3.0,4.0,0485-ZBSLN
70.0,25.35,1715.15,1.3787629263238743,1.0,3.0,2.0,3810-PJUHR
18.0,90.7,1597.25,285.7396514406076,0.0,2.0,2.0,9050-QLROH
62.0,20.0,1250.1,49.50235458658207,0.0,0.0,4.0,0847-HGRML
66.0,59.75,3996.8,190.3249788990545,0.0,2.0,2.0,8232-CTLKO
65.0,82.5,5215.1,269.8974699453608,0.0,1.0,ORPH-f2dd19ed,9227-YBAXE
3.0,70.3,235.5,144.4345428325618,0.0,0.0,3.0,6168-WFVVF
34.0,20.35,673.2,48.00851672670583,0.0,0.0,3.0,9860-LISIZ
16.0,90.8,1442.2,336.768723660198,0.0,5.0,2.0,0112-QAWRZ
54.0,103.95,5639.05,355.9653265340307,0.0,5.0,2.0,0877-SDMBN
50.0,104.95,5222.35,304.7791159244341,1.0,9.0,1.0,2786-GCDPI
71.0,-105.25,7291.75,373.4673544180134,0.0,4.0,3.0,4043-MKDTV
10.0,74.75,799.65,264.1789369047426,0.0,4.0,3.0,8065-YKXKD
1.0,50.8,50.8,125.24641241687698,0.0,10.0,3.0,9637-EIHEQ
18.0,23.75,424.5,32.25030224104506,3.0,0.0,3.0,9229-RQABD
4.0,61.3,249.4,151.79319060743728,0.0,0.0,2.0,8313-KTIHG
58.0,75.8,4415.75,202.7799045967952,0.0,9.0,3.0,5320-BRKGK
56.0,98.0,5270.6,373.73814748634055,0.0,4.0,2.0,6284-KMNUF
2.0,80.25,144.55,298.6805862924979,0.0,3.0,2.0,9689-PTNPG
32.0,78.9,2447.95,221.64532813751308,0.0,3.0,2.0,9465-RWMXL
-,52.0,2884.9,150.39865040602254,0.0,8.0,3.0,6229-UOLQL
36.0,84.75,3050.15,227.98043554502905,0.0,7.0,2.0,2362-IBOOY
4.0,64.4,253,196.6570948278539,0.0,3.0,3.0,3137-LUPIX
53.0,85.45,4517.25,253.17876111001524,0.0,2.0,2.0,0843-WTBXE
10.0,45.8,436.2,115.77846380234772,0.0,0.0,3.0,6143-JQKEA
4.0,30.5,118.4,129.38864552909956,0.0,6.0,4.0,UNK-7e7e1b1d
1.0,19.9,19.9,119.61290985690808,1.0,2.0,3.0,5515-IDEJJ
51.0,69.15,3649.6,268.92212949284726,1.0,6.0,ORPH-2f7495b6,9701-CDXHR
12.0,99.45,1200.15,266.102877156891,0.0,0.0,2.0,7450-NWRTR
6.0,49.25,255.6,265.17927831286977,1.0,5.0,3.0,8124-NZVGJ
63.0,39.35,2395.05,172.51381669231424,,0.0,3.0,2162-FRZAA
1.0,70.6,70.6,228.24363853180645,1.0,0.0,2.0,5376-DEQCP
48.0,105.1,5083.55,355.65401632077675,0.0,8.0,2.0,5118-MUEYH
5.0,81.0,389.6,253.429827077891,0.0,6.0,2.0,9095-HFAFX
35.0,20.1,644.5,9.661252458183512,1.0,0.0,2.0,5627-TVBPP
6.0,84.85,523.5,309.12161882531944,1.0,3.0,1.0,2379-ENZGV
2.0,19.75,39.3,36.06310667473467,2.0,0.0,2.0,3936-QQFLL
50.0,19.75,989.05,5.22607406594785,0.0,0.0,3.0,2589-AYCRP
33.0,70.4,2406.1,215.0485087576995,0.0,0.0,ORPH-f8720b68,4067-HLYQI
31.0,20.45,638.55,0.0,1.0,2.0,3.0,5124-EOGYE
9.0,20.35,191.1,56.10565568552848,1.0,5.0,2.0,5057-RKGLH
54.0,86.2,4524.05,254.5942290495556,0.0,0.0,2.0,0292-WEGCH
46.0,95.65,4664.2,304.6393981522928,0.0,0.0,2.0,8910-ICHIU
34.0,103.8,3470.8,357.4231849826891,0.0,6.0,1.0,4097-YODCF
71.0,97.2,6910.3,350.9489624252981,0.0,3.0,3.0,9715-WZCLW
63.0,63.55,4014.2,43.92657313895948,0.0,6.0,3.0,9786-YWNHU
51.0,24.95,1288,18.01319413287142,0.0,4.0,2.0,6407-GSJNL
26.0,89.15,2277.65,180.6307715317318,0.0,1.0,1.0,6005-OBZPH
64.0,99.0,6375.8,289.25494227660926,0.0,2.0,2.0,4049-ZPALD
1.0,24.8,24.8,125.15278462138026,1.0,6.0,1.0,7932-WPTDS
61.0,85.55,5251.75,197.92623010289373,0.0,3.0,3.0,3733-UOCWF
15.0,94.0,1505.45,308.1824977731381,0.0,9.0,1.0,6833-JMZYP
64.0,105.65,6903.1,389.3683809135061,0.0,0.0,3.0,2722-VOJQL
18.0,50.3,,166.65720201979613,0.0,0.0,3.0,1310-QRITU
57.0,95.0,5535.8,376.804968494836,1.0,3.0,2.0,8961-QDZZJ
14.0,61.4,815.55,,0.0,4.0,UNK-7bf0c025,9715-SBVSU
18.0,80.55,1411.65,188.1430124116573,0.0,5.0,2.0,8490-BXHEO
72.0,78.5,5602.25,128.88974002062088,0.0,3.0,2.0,7173-TETGO
70.0,114.3,8244.3,363.5815991764628,0.0,7.0,3.0,7929-SKFGK
38.0,20.05,741.5,0.0,1.0,1.0,3.0,2300-RQGOI
68.0,62.65,4375.8,145.5534682041166,0.0,5.0,3.0,3563-SVYLG
13.0,80.85,1008.7,270.02071377396925,0.0,0.0,2.0,5228-EXCET
65.0,92.7,5968.4,213.45828058233636,0.0,5.0,2.0,6435-VWCCY
30.0,100.45,3096.9,342.0545581526262,0.0,0.0,2.0,4998-IKFSE
51.0,75.2,3901.25,246.00770924182387,0.0,7.0,2.0,8630-QSGXK
,84.75,2613.4,295.62451809549776,0.0,6.0,1.0,2455-USLMV
9.0,89.45,853.1,340.8340851914292,0.0,1.0,2.0,7394-FKDNK
72.0,79.5,5661.7,205.02506527218543,1.0,6.0,2.0,9488-FVZCC
10.0,72.15,794.25,187.6204725963682,0.0,4.0,2.0,6331-LWDTQ
37.0,19.8,695.05,0.0,0.0,0.0,3.0,5995-WWKKG
2.0,76.4,160.8,205.351992649995,0.0,0.0,1.0,1597-FZREH
55.0,100.9,5552.05,342.3603609665801,0.0,7.0,2.0,7879-CGSFV
33.0,95.3,3275.15,309.49767796986384,1.0,2.0,2.0,9921-EZKBY
46.0,90.95,4236.6,283.64409413529404,0.0,6.0,3.0,7432-FFVAR
1.0,54.5,54.5,125.33531072786924,1.0,4.0,2.0,7246-ZGQDF
20.0,61.6,1174.35,91.32133398356476,0.0,0.0,3.0,7000-WCEVQ
9.0,79.9,741.7,279.88432632918364,0.0,5.0,2.0,0727-IWKVK
32.0,96.15,3019.25,280.2943357829183,0.0,0.0,2.0,5959-BELXA
19.0,49.6,962.9,161.46518094678473,0.0,3.0,3.0,4456-RHSNB
70.0,65.3,4759.75,147.62855720867628,0.0,7.0,2.0,3512-IZIKN
61.0,25.0,1498.35,0.0,0.0,1.0,UNK-d1ca6bfa,2481-SBOYW
26.0,45.45,1233.15,149.11977599505855,0.0,1.0,2.0,7109-MFBYV
45.0,107.75,4882.8,318.6790389908498,0.0,4.0,2.0,1833-TCXKK
62.0,89.1,5411.65,231.3380607556284,0.0,4.0,2.0,1832-PEUTS
,19.65,19.65,29.553810698614484,1.0,4.0,3.0,6141-OOXUQ
3.0,44.75,148.05,168.09827832119527,3.0,2.0,,8660-BUETV
41.0,101.6,3930.55,303.5742298443822,0.0,1.0,2.0,0580-PIQHM
67.0,103.15,6895.5,338.01366867543186,1.0,6.0,1.0,5696-CEIQJ
1.0,84.65,84.65,327.73916972642905,0.0,3.0,1.0,7503-ZGUZJ
71.0,95.65,6856.95,306.1643018165345,0.0,4.0,3.0,1696-HXOWK
,75.1,2658.8,165.74668014199904,0.0,2.0,2.0,3026-ATZYV
60.0,61.35,3766.2,75.40543168994856,0.0,7.0,3.0,4012-YCFAI
1.0,69.55,69.55,216.446946623788,,4.0,2.0,2506-TNFCO
6.0,19.7,129.55,0.0,0.0,0.0,-,9970-QBCDA
13.0,31.05,347.25,55.47978436111714,0.0,7.0,4.0,8718-PTMEZ
11.0,51.0,581.7,124.63788555883612,0.0,0.0,3.0,9496-IVVRP
7.0,51.0, 354.05  ,143.94446361779177,0.0,1.0,2.0,2207-OBZNX
10.0,88.85,929.45,365.3383933397436,0.0,0.0,2.0,2657-VPXTA
34.0,20.05,679,14.890804736359172,0.0,2.0,3.0,6551-VLJMV
62.0,65.1,3846.75,207.012442039064,1.0,2.0,2.0,1221-GHZEP
64.0,70.15,4480.7,214.3057016402079,1.0,5.0,3.0,9289-LBQVU
1.0,44.35,44.35,76.98166804886108,0.0,3.0,3.0,6142-VSJQO
25.0,20.75,499.4,17.448964172971976,0.0,0.0,2.0, 3458-IDMFK  
26.0,56.05,1553.2,171.31437268154568,0.0,2.0,ORPH-c1e94735,6933-FHBZC
10.0,19.95,219.5,14.732849849860823,1.0,2.0,2.0,0221-NAUXK
53.0,98.6,5311.85,327.69007340697334,0.0,1.0,1.0,9770-KXGQU
7.0,79.7,586.05,293.13829984691847,0.0,4.0,2.0,6437-UKHMV
33.0,79.0,2576.8,273.5086067064609,0.0,5.0,2.0,6538-POCHL
71.0,—,6435.25,215.0463321767608,0.0,0.0,2.0,6726-NNFWD
29.0,74.2,1993.25,,0.0,3.0,2.0,3002-WQZWT
24.0,81.0,1923.85,194.34443911908272,0.0,7.0,2.0,4277-UDIEF
20.0,49.6,939.8,166.52147480091932,1.0,6.0,3.0,UNK-54e58a2f
1.0,84.6,84.6,269.6150827828172,0.0,4.0,3.0,4912-PIGUY
54.0,55.0,3092.65,141.09347271516748,0.0,0.0,2.0,1114-CENIM
5.0,84.85,415.55,185.6987647451986,0.0,0.0,2.0,6060-DRTNL
72.0,84.2,5986.55,192.6659167624572,0.0,0.0,2.0,2725-TTRIQ
52.0,106.3,5487,268.6312117141609,0.0,7.0,1.0,3374-TTZTK
9.0,69.05,651.5,259.3786847199809,0.0,0.0,2.0,8990-ZXLSU
1.0,45.4,45.4,161.15668203023944,1.0,6.0,,2275-RBYQS
1.0,73.65,73.65,153.0604157290907,0.0,0.0,ORPH-7f43261c,8473-VUVJN
33.0,73.9,2405.05,238.37838167462576,0.0,2.0,3.0,6289-CPNLD
55.0,77.75,4458.15,295.35451831545765,0.0,6.0,2.0,5536-SLHPM
69.0,99.35,6856.45,328.8666924555108,0.0,0.0,3.0,4419-UJMUS
1.0,50.75,50.75,165.79028135990066,0.0,5.0,2.0,7794-JASDG
54.0,87.1,4735.2,250.1527002040221,0.0,8.0,2.0,7609-YBPXG
33.0,20.15,682.15,0.0,0.0,0.0,3.0,5519-TEEUH
45.0,98.7,4525.8,208.82641473816585,0.0,0.0,3.0,7856-GANIL
11.0,25.2,321.05,95.78299914960624,0.0,0.0,2.0,0804-XBFBV
6.0,55.7,335.65,159.703195121248,0.0,6.0,1.0,2676-OXPPQ
21.0,65.35,1424.4,107.9182767166752,2.0,5.0,1.0,3703-TTEPD
65.0,25.3,1748.55,0.0,1.0,0.0,3.0,2799-TSLAG
6.0,84.35,474.9,280.40139076241974,0.0,5.0,2.0,0196-VULGZ
8.0,84.95,668.4,335.1258150236632,0.0,3.0,2.0,8837-VVWLQ
11.0,73.85,926.25,284.40204720512213,0.0,6.0,3.0,2696-NARTR
43.0,24.25,1077.95,18.03261148464896,1.0,0.0,2.0,2208-NKVVH
49.0,51.8,2541.25,153.48205298927195,0.0,0.0,UNK-9a37e5cf,7614-QVWQL
1.0,46.0,46,123.46024922008756,0.0,5.0,2.0,1976-CFOCS
15.0,79.4,1156.1,185.57946262067685,,0.0,3.0,4631-OACRM
60.0,60.5,3694.45,124.5963037063457,0.0,3.0,3.0,7139-JZFVG
17.0,25.1,382.8,117.32630432986905,0.0,6.0,3.0,4987-GQWPO
16.0,71.8,1167.8,202.32336881825952,0.0,0.0,2.0,3755-JBMNH
35.0,20.05,746.75,0.0,0.0,2.0,3.0,1757-TCATG
44.0,88.4,3912.9,217.01278278511893,0.0,2.0,3.0,6345-ULYRW
12.0,30.25,368.85,166.64495009128376,0.0,0.0,3.0,4776-XSKYQ
1.0,20.2,20.2,20.90847523935315,0.0,0.0,3.0,8048-DSDFQ
28.0,59.9,1654.7,174.68347200511627,0.0,6.0,3.0,5753-QQWPW
70.0,25.15,1940.85,73.84924855034984,0.0,5.0,3.0,6010-DDPPW
5.0,46.0,221.7,114.6983402514606,1.0,3.0,2.0,1809-DMJHQ
18.0,101.3,1794.65,377.8468503473971,0.0,0.0,2.0,6693-FRIRW
70.0,76.95,5289.8,264.4384523201635,0.0,4.0,3.0,6586-MYGKD
9.0,55.3,501.2,209.263135520262,1.0,2.0,2.0,3173-NVMPX
67.0,92.45,6140.85,227.56024509500733,1.0,3.0,2.0,0248-PGHBZ
1.0,48.45,48.45,147.22354547971813,0.0,0.0,1.0,0623-GDISB
18.0,19.35,309.25,49.82066675069299,0.0,0.0,2.0,2892-GESUL
4.0,51.75,201.1,58.47194019903678,0.0,2.0,2.0,6923-EFPNL
71.0,86.7,6179.35,159.76574990912488,unknown,0.0,3.0,7472-EQOAV
30.0,94.4,2838.7,294.62283523108925,0.0,3.0,2.0,9574-RKJIF
1.0,55.7,55.7,171.7613450869922,3.0,5.0,3.0,2043-WVTQJ
55.0,84.25,4589.85,299.15052159756505,0.0,3.0,2.0,8034-RYTVV
59.0,64.65,3735.45,185.1632809014466,0.0,0.0,3.0,3863-QSTYI
1.0,70.15,70.15,341.7473922875525,2.0,6.0,1.0,2619-WFQWU
7.0,69.2,,284.9761052427363,0.0,1.0,2.0,5044-LRQAQ
45.0,54.65,2553.7,88.34406723239546,0.0,5.0,3.0,1716-LSAMB
54.0,24.75,1342.15,0.0,0.0,0.0,2.0,1333-PBMXB
51.0,23.95,1216.35,46.15310075965537,1.0,3.0,3.0,6546-OPBBH
72.0,105.0,7578.05,334.8740259585486,0.0,4.0,3.0,5985-BEHZK
44.0,59.85,2603.95,84.59504683428688,0.0,4.0,3.0,9127-QRZMH
2.0,20.05,42.7,92.40498210753644,0.0,5.0,2.0,
66.0,92.15,6056.9,301.3332804939486,0.0,0.0,1.0,
68.0,44.8,2983.65,132.1755796846751,0.0,5.0,3.0,2137-DQMEV
31.0,20.9,689.35,0.0,0.0,0.0,3.0,8174-LNWMW
21.0,95.4,2025.1,261.0999574776617,0.0,0.0,1.0,9279-CJEOJ
21.0,80.35,1747.2,235.86293361120863,1.0,5.0,2.0,7964-VEXDG
55.0,85.1,4657.95,198.13288417029176,0.0,3.0,3.0,2404-JIBFC
9.0,34.7,296.1,222.1506750494327,0.0,5.0,2.0,0778-NELLA
71.0,115.05,8016.6,258.299926608987,0.0,6.0,3.0,8029-XYPWT
1.0,81.1,81.1,289.3957151039068,0.0,0.0,2.0,4614-NUVZD
22.0,19.95,433.5,38.95158349830277,0.0,0.0,3.0,4632-PAOYU
1.0,20.55,20.55,55.61847811692927,1.0,0.0,3.0,3803-KMQFW
61.0,106.6,6428.4,380.833339725594,0.0,0.0,2.0,6804-GDMOI
67.0,86.15,5883.85,221.7007319159562,0.0,3.0,2.0,2990-OGYTD
14.0,78.85,1043.8,229.6257689197775,0.0,0.0,2.0,6646-JPPHA
59.0,106.75,6252.9,302.78744445701426,0.0,3.0,2.0,9572-MTILT
21.0,86.55,1857.25,206.18899950322495,0.0,2.0,2.0,7658-UYUQS
4.0,42.4,146.4,145.26975623075342,0.0,7.0,2.0,7880-XSOJX
3.0,89.45,240.45,363.12984593182,0.0,0.0,1.0,9611-CTWIH
70.0,24.25,1724.15,16.42481291439722,1.0,1.0,3.0,4589-IUAJB
